;Date;Session;Pseudo;TotalScore;Flight;Bonus;Mine;Fortress;Treatment;NET;GameLevel;Age;Genre;Group;ZScore
472;28/01/2020 14:11;D14P1;LV0603;12475;-485;1150;2810;9000;1;15;3;24;Homme;STIMSD;1.19750996600645
473;28/01/2020 14:22;D14P2;LV0603;13450;-370;1850;2720;9250;1;15;3;24;Homme;STIMSD;1.41005447799181
474;11/11/2019 16:46;D01P1;ME1301;-2725;-3475;50;200;500;2;18;5.5;23;Homme;SHAM;-2.11600447725245
475;12/11/2019 12:58;D02P1;ME1301;-80;-3040;850;1110;1000;2;18;5.5;23;Homme;SHAM;-1.53940936525115
476;12/11/2019 13:11;D02P2;ME1301;585;-2475;650;910;1500;2;18;5.5;23;Homme;SHAM;-1.39444310835857
477;13/11/2019 16:36;D03P1;ME1301;-160;-3050;550;1090;1250;2;18;5.5;23;Homme;SHAM;-1.55684891495251
478;13/11/2019 16:50;D03P2;ME1301;2395;-1885;1800;980;1500;2;18;5.5;23;Homme;SHAM;-0.99987329636524
479;14/11/2019 17:01;D04P1;ME1301;2015;-2035;1400;1150;1500;2;18;5.5;23;Homme;SHAM;-1.08271115744671
480;14/11/2019 17:18;D04P2;ME1301;3425;-2355;1800;2230;1750;2;18;5.5;23;Homme;SHAM;-0.775339093960197
481;15/11/2019 17:37;D05P1;ME1301;740;-4300;600;2440;2000;2;18;5.5;23;Homme;SHAM;-1.36065398081218
482;15/11/2019 17:48;D05P2;ME1301;2115;-4345;1800;2160;2500;2;18;5.5;23;Homme;SHAM;-1.06091172032001
483;26/11/2019 15:26;D14P1;ME1301;2025;-2665;150;2290;2250;2;18;5.5;23;Homme;SHAM;-1.08053121373404
484;26/11/2019 15:37;D14P2;ME1301;3350;-2630;1300;2180;2500;2;18;5.5;23;Homme;SHAM;-0.791688671805224
529;30/09/2019 12:55;D01P1;NB1309;2305;-1615;300;2620;1000;2;17;2;23;Homme;SHAM;-1.01949278977927
530;01/10/2019 11:47;D02P1;NB1309;3830;-590;800;2370;1250;2;17;2;23;Homme;SHAM;-0.687051373597048
531;01/10/2019 12:03;D02P2;NB1309;4680;-900;1150;2680;1750;2;17;2;23;Homme;SHAM;-0.501756158020071
532;02/10/2019 12:41;D03P1;NB1309;5995;-435;1450;2480;2500;2;17;2;23;Homme;SHAM;-0.215093559803923
533;02/10/2019 12:53;D03P2;NB1309;7520;-750;2600;2920;2750;2;17;2;23;Homme;SHAM;0.117347856378302
534;03/10/2019 12:20;D04P1;NB1309;8350;-450;1550;3250;4000;2;17;2;23;Homme;SHAM;0.298283184529939
535;03/10/2019 12:34;D04P2;NB1309;9270;-750;2050;3220;4750;2;17;2;23;Homme;SHAM;0.49883800609561
536;04/10/2019 12:45;D05P1;NB1309;10090;-600;2900;3290;4500;2;17;2;23;Homme;SHAM;0.677593390534576
537;04/10/2019 12:57;D05P2;NB1309;9940;-950;2400;3490;5000;2;17;2;23;Homme;SHAM;0.644894234844522
538;15/10/2019 11:56;D14P1;NB1309;10460;-1000;1550;2910;7000;2;17;2;23;Homme;SHAM;0.758251307903379
539;15/10/2019 12:12;D14P2;NB1309;13270;-1050;2800;3020;8500;2;17;2;23;Homme;SHAM;1.37081549116374
551;11/11/2019 17:41;D01P1;PC2104;2215;-1795;1200;1810;1000;1;16;3.5;21;Homme;STIMSD;-1.03911228319331
552;12/11/2019 17:22;D02P1;PC2104;3495;-1075;800;2520;1250;1;16;3.5;21;Homme;STIMSD;-0.760079487971504
553;12/11/2019 17:35;D02P2;PC2104;4890;-820;1400;2560;1750;1;16;3.5;21;Homme;STIMSD;-0.455977340053994
554;13/11/2019 17:07;D03P1;PC2104;5500;-520;1400;2870;1750;1;16;3.5;21;Homme;STIMSD;-0.323000773581104
555;13/11/2019 17:19;D03P2;PC2104;5140;-1090;1050;2930;2250;1;16;3.5;21;Homme;STIMSD;-0.401478747237236
556;14/11/2019 17:40;D04P1;PC2104;6630;-450;1300;3280;2500;1;16;3.5;21;Homme;STIMSD;-0.0766671340493568
557;14/11/2019 17:52;D04P2;PC2104;6500;-770;1450;3070;2750;1;16;3.5;21;Homme;STIMSD;-0.105006402314071
558;15/11/2019 17:09;D05P1;PC2104;5445;-1285;1700;2530;2500;1;16;3.5;21;Homme;STIMSD;-0.334990464000791
559;15/11/2019 17:19;D05P2;PC2104;6835;-685;1000;3020;3500;1;16;3.5;21;Homme;STIMSD;-0.0319782879396151
560;25/11/2019 17:06;D14P1;PC2104;7460;-650;1350;3260;3500;1;16;3.5;21;Homme;STIMSD;0.10426819410228
561;25/11/2019 17:18;D14P2;PC2104;8200;-450;1500;3150;4000;1;16;3.5;21;Homme;STIMSD;0.265584028839885
562;30/09/2019 19:23;D01P1;RC1907;2105;-1525;1250;380;2000;2;14;4;23;Homme;SHAM;-1.06309166403268
563;01/10/2019 19:26;D02P1;RC1907;4050;-1970;1350;1920;2750;2;14;4;23;Homme;SHAM;-0.639092611918301
564;01/10/2019 19:39;D02P2;RC1907;6580;-1390;1650;2570;3750;2;14;4;23;Homme;SHAM;-0.0875668526127084
565;02/10/2019 17:42;D03P1;RC1907;8725;-1455;2500;2680;5000;2;14;4;23;Homme;SHAM;0.380031073755077
566;02/10/2019 17:53;D03P2;RC1907;8950;-1050;1450;3050;5500;2;14;4;23;Homme;SHAM;0.429079807290159
567;03/10/2019 19:07;D04P1;RC1907;9030;-1240;1000;3020;6250;2;14;4;23;Homme;SHAM;0.446519356991522
568;03/10/2019 19:25;D04P2;RC1907;10015;-1235;2250;2750;6250;2;14;4;23;Homme;SHAM;0.661243812689549
569;04/10/2019 16:09;D05P1;RC1907;10885;-555;1950;3490;6000;2;14;4;23;Homme;SHAM;0.850898915691867
570;04/10/2019 16:21;D05P2;RC1907;10760;-820;2250;3080;6250;2;14;4;23;Homme;SHAM;0.823649619283488
571;15/10/2019 19:09;D14P1;RC1907;10195;-785;550;3180;7250;2;14;4;23;Homme;SHAM;0.700482799517615
572;15/10/2019 19:19;D14P2;RC1907;12290;-720;1750;3260;8000;2;14;4;23;Homme;SHAM;1.15718100732205
584;04/06/2018 16:30;D01P1;SB2903;-390;-2290;-50;450;1500;1;16;1;22;Femme;STIMSD;-1.60698762034393
585;05/06/2018 09:36;D02P1;SB2903;3080;-1050;900;1480;1750;1;16;1;22;Femme;STIMSD;-0.850547152047323
586;05/06/2018 09:36;D02P2;SB2903;4895;-485;1050;2080;2250;1;16;1;22;Femme;STIMSD;-0.454887368197659
587;06/06/2018 09:37;D03P1;SB2903;4790;-790;800;2530;2250;1;16;1;22;Femme;STIMSD;-0.477776777180697
588;06/06/2018 09:37;D03P2;SB2903;5985;-735;800;2920;3000;1;16;1;22;Femme;STIMSD;-0.217273503516593
589;07/06/2018 09:34;D04P1;SB2903;7120;-350;1150;3070;3250;1;16;1;22;Femme;STIMSD;0.0301501078714892
590;07/06/2018 09:34;D04P2;SB2903;6940;-350;1000;3040;3250;1;16;1;22;Femme;STIMSD;-0.00908887895657666
591;08/06/2018 09:35;D05P1;SB2903;8210;-300;900;3110;4500;1;16;1;22;Femme;STIMSD;0.267763972552555
592;08/06/2018 09:35;D05P2;SB2903;8075;-555;400;2980;5250;1;16;1;22;Femme;STIMSD;0.238334732431505
593;19/06/2018 09:30;D14P1;SB2903;7190;-1580;650;3370;4750;1;16;1;22;Femme;STIMSD;0.0454097138601815
594;19/06/2018 09:30;D14P2;SB2903;10340;-1090;850;3580;7000;1;16;1;22;Femme;STIMSD;0.732091983351335
595;04/06/2018 16:03;D01P1;SF2107;-1955;-3035;100;-20;1000;2;14;7;19;Homme;SHAM;-1.94814881137683
596;05/06/2018 15:31;D02P1;SF2107;1985;-825;800;510;1500;2;14;7;19;Homme;SHAM;-1.08925098858472
597;05/06/2018 15:31;D02P2;SF2107;1230;-1560;300;990;1500;2;14;7;19;Homme;SHAM;-1.25383673889133
598;06/06/2018 15:28;D03P1;SF2107;2920;-430;400;950;2000;2;14;7;19;Homme;SHAM;-0.885426251450048
599;06/06/2018 15:28;D03P2;SF2107;3155;-1105;750;1260;2250;2;14;7;19;Homme;SHAM;-0.834197574202296
600;07/06/2018 15:31;D04P1;SF2107;3815;-705;700;1320;2500;2;14;7;19;Homme;SHAM;-0.690321289166054
601;07/06/2018 15:31;D04P2;SF2107;3585;-1665;850;1650;2750;2;14;7;19;Homme;SHAM;-0.740459994557471
602;08/06/2018 15:32;D05P1;SF2107;5640;-190;1400;2180;2250;2;14;7;19;Homme;SHAM;-0.292481561603719
603;08/06/2018 15:32;D05P2;SF2107;4920;-740;550;2360;2750;2;14;7;19;Homme;SHAM;-0.449437508915983
604;19/06/2018 15:25;D14P1;SF2107;2450;-1880;500;2080;1750;2;14;7;19;Homme;SHAM;-0.987883605945554
605;19/06/2018 15:25;D14P2;SF2107;1005;-2615;450;920;2250;2;14;7;19;Homme;SHAM;-1.30288547242642
606;10/02/2020 15:32;D01P1;SL0804;4580;-770;1700;1900;1750;1;20;5.5;28;Homme;STIMSD;-0.523555595146774
607;11/02/2020 15:15;D02P1;SL0804;4000;-1070;2050;1020;2000;1;20;5.5;28;Homme;STIMSD;-0.649992330481653
608;11/02/2020 15:25;D02P2;SL0804;6180;-400;2500;2080;2000;1;20;5.5;28;Homme;STIMSD;-0.174764601119522
609;12/02/2020 15:07;D03P1;SL0804;7985;-185;3050;3120;2000;1;20;5.5;28;Homme;STIMSD;0.218715239017473
610;12/02/2020 15:17;D03P2;SL0804;6770;-500;2350;2670;2250;1;20;5.5;28;Homme;STIMSD;-0.0461479220719722
611;13/02/2020 13:11;D04P1;SL0804;9340;-150;3400;3340;2750;1;20;5.5;28;Homme;STIMSD;0.514097612084302
612;13/02/2020 13:21;D04P2;SL0804;10250;-300;4100;3450;3000;1;20;5.5;28;Homme;STIMSD;0.712472489937302
613;14/02/2020 15:07;D05P1;SL0804;8090;-450;2600;3440;2500;1;20;5.5;28;Homme;STIMSD;0.241604648000511
614;14/02/2020 15:18;D05P2;SL0804;9370;-450;3450;3370;3000;1;20;5.5;28;Homme;STIMSD;0.520637443222313
615;25/02/2020 14:05;D14P1;SL0804;8600;-450;3500;3050;2500;1;20;5.5;28;Homme;STIMSD;0.352781777346698
616;25/02/2020 14:16;D14P2;SL0804;10420;-400;4000;3820;3000;1;20;5.5;28;Homme;STIMSD;0.749531533052697
661;07/10/2019 16:16;D01P1;TB3004;1995;-1215;0;1460;1750;2;16;4.5;22;Homme;SHAM;-1.08707104487205
662;08/10/2019 16:49;D02P1;TB3004;4955;-755;900;2810;2000;2;16;4.5;22;Homme;SHAM;-0.441807705921637
663;08/10/2019 17:01;D02P2;TB3004;5040;-150;1550;2140;1500;2;16;4.5;22;Homme;SHAM;-0.423278184363939
664;09/10/2019 16:16;D03P1;TB3004;7150;-300;2050;3150;2250;2;16;4.5;22;Homme;SHAM;0.0366899390095002
665;09/10/2019 16:28;D03P2;TB3004;7535;-185;2000;2970;2750;2;16;4.5;22;Homme;SHAM;0.120617771947308
666;10/10/2019 16:46;D04P1;TB3004;7240;-100;1250;3340;2750;2;16;4.5;22;Homme;SHAM;0.0563094324235332
667;10/10/2019 17:02;D04P2;TB3004;7435;-185;1050;3070;3500;2;16;4.5;22;Homme;SHAM;0.0988183348206045
668;11/10/2019 14:39;D05P1;TB3004;5960;-350;350;2460;3500;2;16;4.5;22;Homme;SHAM;-0.222723362798269
669;11/10/2019 14:50;D05P2;TB3004;9560;-400;250;3210;6500;2;16;4.5;22;Homme;SHAM;0.562056373763049
670;21/10/2019 17:05;D14P1;TB3004;10800;-300;1950;3150;6000;2;16;4.5;22;Homme;SHAM;0.83236939413417
671;21/10/2019 17:17;D14P2;TB3004;11870;-450;1650;3420;7250;2;16;4.5;22;Homme;SHAM;1.06562337138989
672;10/02/2020 18:26;D01P1;TH0605;4475;-1155;1150;1730;2750;2;15;6;20;Homme;SHAM;-0.546445004129812
673;11/02/2020 18:00;D02P1;TH0605;7395;-1235;900;3230;4500;2;15;6;20;Homme;SHAM;0.0900985599699232
674;11/02/2020 18:16;D02P2;TH0605;8090;-1070;1050;3110;5000;2;15;6;20;Homme;SHAM;0.241604648000511
675;12/02/2020 18:09;D03P1;TH0605;6185;-2355;750;3040;4750;2;15;6;20;Homme;SHAM;-0.173674629263186
676;12/02/2020 18:19;D03P2;TH0605;8670;-1820;1900;3340;5250;2;15;6;20;Homme;SHAM;0.36804138333539
677;13/02/2020 18:11;D04P1;TH0605;11495;-1615;1400;3210;8500;2;15;6;20;Homme;SHAM;0.983875482164757
678;13/02/2020 18:21;D04P2;TH0605;13180;-1800;1750;3480;9750;2;15;6;20;Homme;SHAM;1.35119599774971
679;14/02/2020 18:09;D05P1;TH0605;14140;-1800;1950;2990;11000;2;15;6;20;Homme;SHAM;1.56047059416606
680;14/02/2020 18:20;D05P2;TH0605;17375;-2815;2700;3240;14250;2;15;6;20;Homme;SHAM;2.26568238521491
681;25/02/2020 18:09;D14P1;TH0605;16650;-1620;2000;3520;12750;2;15;6;20;Homme;SHAM;2.10763646604631
682;25/02/2020 18:20;D14P2;TH0605;18625;-1205;2200;3130;14500;2;15;6;20;Homme;SHAM;2.5381753492987
683;07/10/2019 18:36;D01P1;TS2305;-350;-1100;200;-1450;2000;2;16;3.5;22;Homme;SHAM;-1.59826784549325
684;08/10/2019 18:05;D02P1;TS2305;4490;-510;750;1750;2500;2;16;3.5;22;Homme;SHAM;-0.543175088560807
685;08/10/2019 18:16;D02P2;TS2305;4565;-925;600;2140;2750;2;16;3.5;22;Homme;SHAM;-0.526825510715779
686;09/10/2019 17:56;D03P1;TS2305;4390;-1210;600;1500;3500;2;16;3.5;22;Homme;SHAM;-0.56497452568751
687;09/10/2019 18:12;D03P2;TS2305;6020;-1070;1300;1540;4250;2;16;3.5;22;Homme;SHAM;-0.209643700522247
688;10/10/2019 16:15;D04P1;TS2305;7075;-1235;1600;2460;4250;2;16;3.5;22;Homme;SHAM;0.0203403611644728
689;10/10/2019 16:26;D04P2;TS2305;7640;-770;1400;2510;4500;2;16;3.5;22;Homme;SHAM;0.143507180930346
690;11/10/2019 16:13;D05P1;TS2305;10215;-185;2250;3650;4500;2;16;3.5;22;Homme;SHAM;0.704842686942955
691;11/10/2019 16:26;D05P2;TS2305;9970;-1070;1700;3090;6250;2;16;3.5;22;Homme;SHAM;0.651434065982533
692;21/10/2019 18:05;D14P1;TS2305;9865;-335;2150;2550;5500;2;16;3.5;22;Homme;SHAM;0.628544656999494
693;21/10/2019 18:19;D14P2;TS2305;8565;-1705;2550;2970;4750;2;16;3.5;22;Homme;SHAM;0.345151974352352
705;30/09/2019 18:26;D01P1;VL1401;3910;-220;800;1330;2000;1;17;5;23;Homme;STIMSD;-0.669611823895686
706;01/10/2019 18:51;D02P1;VL1401;5710;-100;700;2110;3000;1;17;5;23;Homme;STIMSD;-0.277221955615027
707;01/10/2019 19:01;D02P2;VL1401;7200;-300;750;2000;4750;1;17;5;23;Homme;STIMSD;0.0475896575728518
708;02/10/2019 18:14;D03P1;VL1401;8470;-700;550;2370;6250;1;17;5;23;Homme;STIMSD;0.324442509081983
709;02/10/2019 18:24;D03P2;VL1401;12230;-600;950;2380;9500;1;17;5;23;Homme;STIMSD;1.14410134504603
710;03/10/2019 18:40;D04P1;VL1401;14040;-1050;700;2390;12000;1;17;5;23;Homme;STIMSD;1.53867115703936
711;03/10/2019 18:50;D04P2;VL1401;14405;-985;1350;2790;11250;1;17;5;23;Homme;STIMSD;1.61823910255182
712;04/10/2019 17:36;D05P1;VL1401;16040;-1050;1300;3040;12750;1;17;5;23;Homme;STIMSD;1.97465989957342
713;04/10/2019 17:48;D05P2;VL1401;18940;-650;1100;3240;15250;1;17;5;23;Homme;STIMSD;2.60684357624782
714;15/10/2019 18:39;D14P1;VL1401;15510;-1370;900;2230;13750;1;17;5;23;Homme;STIMSD;1.85912288280189
715;15/10/2019 18:51;D14P2;VL1401;16995;-1635;850;2780;15000;1;17;5;23;Homme;STIMSD;2.18284452413344
738;07/10/2019 08:40;D01P1;YC1703;4110;-1630;1400;2340;2000;1;17;6;21;Homme;STIMSD;-0.626012949642279
739;08/10/2019 08:26;D02P1;YC1703;7875;-865;1900;3590;3250;1;17;6;21;Homme;STIMSD;0.194735858178099
740;08/10/2019 08:42;D02P2;YC1703;7320;-860;1700;3480;3000;1;17;6;21;Homme;STIMSD;0.0737489821248958
741;09/10/2019 15:03;D03P1;YC1703;6480;-840;1300;3020;3000;1;17;6;21;Homme;STIMSD;-0.109366289739412
742;09/10/2019 15:17;D03P2;YC1703;9180;-470;2950;2950;3750;1;17;6;21;Homme;STIMSD;0.479218512681577
743;10/10/2019 08:26;D04P1;YC1703;8445;-755;1750;3700;3750;1;17;6;21;Homme;STIMSD;0.318992649800308
744;10/10/2019 08:39;D04P2;YC1703;8590;-470;2100;3210;3750;1;17;6;21;Homme;STIMSD;0.350601833634027
745;11/10/2019 08:23;D05P1;YC1703;8435;-635;1350;3220;4500;1;17;6;21;Homme;STIMSD;0.316812706087637
746;11/10/2019 08:35;D05P2;YC1703;11710;-100;2400;3660;5750;1;17;6;21;Homme;STIMSD;1.03074427198717
747;21/10/2019 08:32;D14P1;YC1703;11340;-100;2150;3790;5500;1;17;6;21;Homme;STIMSD;0.950086354618367
748;21/10/2019 08:43;D14P2;YC1703;12380;-790;2400;3270;7500;1;17;6;21;Homme;STIMSD;1.17680050073608
