"","Date","Session","Pseudo","Treatment","Group","TotalScore","Flight","Bonus","Mine","Fortress","NET","GameLevel","Age","Genre","ZScore","ZMean"
"192","2021-03-24 17:28:19","D03P2","EA0703","3","STIM-HD",6395,-235,1350,3030,2250,16,2,23,"Homme",-0.180294017225294,0.292600993177456
"193","2021-03-25 17:25:15","D04P1","EA0703","3","STIM-HD",5740,-400,700,2690,2750,16,2,23,"Homme",-0.319681726348529,-0.070651063405422
"194","2021-03-25 17:35:54","D04P2","EA0703","3","STIM-HD",5820,-800,1200,2670,2750,16,2,23,"Homme",-0.302657273325844,-0.110215123355176
"195","2021-03-26 17:14:03","D05P1","EA0703","3","STIM-HD",9220,-100,2750,3320,3250,16,2,23,"Homme",0.420881980138273,1.07517539552865
"196","2021-03-26 17:24:26","D05P2","EA0703","3","STIM-HD",8030,-350,2200,2930,3250,16,2,23,"Homme",0.167643241425832,0.533451007360122
"197","2021-04-06 16:24:45","D14P1","EA0703","3","STIM-HD",8850,-150,2550,2700,3750,16,2,23,"Homme",0.342143884908355,0.801289098852663
"198","2021-04-06 16:35:21","D14P2","EA0703","3","STIM-HD",10860,-400,3050,3460,4750,16,2,23,"Homme",0.769883267103318,1.03152160414348
"199","2019-10-07 20:16:30","D01P1","EB2307","1","STIM-SD",-425,-1795,400,-280,1250,17,1.5,22,"Homme",-1.6316286374092,-1.5285154269408
"200","2019-10-08 19:33:49","D02P1","EB2307","1","STIM-SD",555,-1195,650,-650,1750,17,1.5,22,"Homme",-1.42307908788131,-1.23739260543473
"201","2019-10-08 19:49:56","D02P2","EB2307","1","STIM-SD",1450,-1340,550,-260,2500,17,1.5,22,"Homme",-1.23261801969002,-1.18790248362605
"202","2019-10-09 19:35:37","D03P1","EB2307","1","STIM-SD",1450,-1410,650,210,2000,17,1.5,22,"Homme",-1.23261801969002,-1.19124071583004
"203","2019-10-09 19:47:45","D03P2","EB2307","1","STIM-SD",3955,-875,1750,1080,2000,17,1.5,22,"Homme",-0.69953983441719,-0.508198892252697
"204","2019-10-10 18:44:51","D04P1","EB2307","1","STIM-SD",5700,-700,2000,2400,2000,17,1.5,22,"Homme",-0.328193952859871,-0.00944292026022865
"205","2019-10-10 18:55:18","D04P2","EB2307","1","STIM-SD",5155,-485,1550,1590,2500,17,1.5,22,"Homme",-0.444173039076913,-0.203096266916439
"206","2019-10-11 15:41:13","D05P1","EB2307","1","STIM-SD",4770,-1320,1450,1890,2750,17,1.5,22,"Homme",-0.526103219248585,-0.411500814304862
"207","2019-10-11 15:53:04","D05P2","EB2307","1","STIM-SD",3660,-1020,600,1330,2750,17,1.5,22,"Homme",-0.762317504938341,-0.741533648836064
"208","2019-10-21 19:19:29","D14P1","EB2307","1","STIM-SD",6010,-470,1650,2330,2500,17,1.5,22,"Homme",-0.262224197396966,0.0413915314079745
"209","2019-10-21 19:32:24","D14P2","EB2307","1","STIM-SD",3520,-970,750,1490,2250,17,1.5,22,"Homme",-0.79211029772804,-0.697777521911855
"221","2019-09-30 16:23:07","D01P1","EC2802","1","STIM-SD",-610,-3190,550,1030,1000,17,2.5,22,"Homme",-1.67099768502416,-1.50818059603861
"222","2019-10-01 16:12:57","D02P1","EC2802","1","STIM-SD",-380,-2490,300,810,1000,17,2.5,22,"Homme",-1.62205238258394,-1.54980147362393
"223","2019-10-01 16:23:41","D02P2","EC2802","1","STIM-SD",3085,-825,1150,1760,1000,17,2.5,22,"Homme",-0.88468076103889,-0.67338946232469
"224","2019-10-02 16:19:54","D03P1","EC2802","1","STIM-SD",3760,-1160,1650,2270,1000,17,2.5,22,"Homme",-0.741036938659985,-0.484142530465704
"225","2019-10-02 16:30:36","D03P2","EC2802","1","STIM-SD",4360,-1570,2000,2680,1250,17,2.5,22,"Homme",-0.613353540989847,-0.304408885030472
"226","2019-10-03 16:21:10","D04P1","EC2802","1","STIM-SD",4425,-1845,2450,2570,1250,17,2.5,22,"Homme",-0.599521172908915,-0.261246068654017
"227","2019-10-03 16:32:40","D04P2","EC2802","1","STIM-SD",4645,-1875,2550,2470,1500,17,2.5,22,"Homme",-0.552703927096531,-0.218984899321118
"228","2019-10-04 15:10:18","D05P1","EC2802","1","STIM-SD",5480,-930,3000,2160,1250,17,2.5,22,"Homme",-0.375011198672255,-0.00181343777706256
"229","2019-10-04 15:20:41","D05P2","EC2802","1","STIM-SD",4695,-1655,2600,2500,1250,17,2.5,22,"Homme",-0.542063643957353,-0.201440715748299
"230","2019-10-15 17:11:54","D14P1","EC2802","1","STIM-SD",7160,-520,3300,2880,1500,17,2.5,22,"Homme",-0.0174976851958682,0.503847549024942
"231","2019-10-15 17:26:03","D14P2","EC2802","1","STIM-SD",6375,-1155,2450,3080,2000,17,2.5,22,"Homme",-0.184550130480966,0.17214975353535
"232","2021-03-15 10:08:22","D01P1","EJ0511","3","STIM-HD",3720,-1470,750,2190,2250,20,7,28,"Femme",-0.749549165171327,-0.635103590913825
"233","2021-03-16 09:11:28","D02P1","EJ0511","3","STIM-HD",5830,-540,850,3020,2500,20,7,28,"Femme",-0.300529216698008,-0.0331493213297038
"234","2021-03-16 09:23:03","D02P2","EJ0511","3","STIM-HD",5960,-300,700,2560,3000,20,7,28,"Femme",-0.272864480536145,-0.0116947063605397
"235","2021-03-17 09:39:51","D03P1","EJ0511","3","STIM-HD",6960,-400,1000,3110,3250,20,7,28,"Femme",-0.0600588177525809,0.199242745445085
"236","2021-03-17 09:51:51","D03P2","EJ0511","3","STIM-HD",6435,-935,1250,3120,3000,20,7,28,"Femme",-0.171781790713952,0.0197607770708363
"237","2021-03-18 09:48:28","D04P1","EJ0511","3","STIM-HD",7280,-400,1150,3280,3250,20,7,28,"Femme",0.00803899433815947,0.295933089728246
"238","2021-03-18 10:00:05","D04P2","EJ0511","3","STIM-HD",8320,-900,1750,2970,4500,20,7,28,"Femme",0.229356883633066,0.269234998096387
"239","2021-03-19 10:08:20","D05P1","EJ0511","3","STIM-HD",9080,-100,1300,3130,4750,20,7,28,"Femme",0.391089187348574,0.723193742836003
"240","2021-03-19 10:19:13","D05P2","EJ0511","3","STIM-HD",10800,-150,1800,3900,5250,20,7,28,"Femme",0.757114927336304,1.06376130597468
"241","2021-03-30 09:15:26","D14P1","EJ0511","3","STIM-HD",9980,-450,1350,3330,5750,20,7,28,"Femme",0.582614283853781,0.538019026496046
"242","2021-03-30 09:26:29","D14P2","EJ0511","3","STIM-HD",12260,-150,2250,3910,6250,20,7,28,"Femme",1.06781119500031,1.26192441113474
"243","2021-04-26 17:10:24","D01P1","EV1810","3","STIM-HD",4915,-1135,1800,2500,1750,17,7,23,"Femme",-0.495246398144969,-0.220095537828964
"244","2021-04-27 16:49:49","D02P1","EV1810","3","STIM-HD",7845,-835,3200,3480,2000,17,7,23,"Femme",0.128274193810873,0.604944261884922
"245","2021-04-27 17:00:30","D02P2","EV1810","3","STIM-HD",6920,-860,2700,3080,2000,17,7,23,"Femme",-0.0685710442639235,0.333252077180841
"246","2021-04-28 16:40:42","D03P1","EV1810","3","STIM-HD",6070,-1260,2050,3030,2250,17,7,23,"Femme",-0.249455857629953,0.0485223158887432
"247","2021-04-28 16:51:29","D03P2","EV1810","3","STIM-HD",7740,-890,2550,3330,2750,17,7,23,"Femme",0.105929599218599,0.45089587708016
"248","2021-04-29 16:46:42","D04P1","EV1810","3","STIM-HD",9310,-470,2600,3680,3500,17,7,23,"Femme",0.440034489788794,0.825964683029598
"249","2021-04-29 16:57:17","D04P2","EV1810","3","STIM-HD",9505,-555,2600,3460,4000,17,7,23,"Femme",0.481531594031589,0.759293424138538
"250","2021-04-30 16:31:48","D05P1","EV1810","3","STIM-HD",10160,-400,2400,3660,4500,17,7,23,"Femme",0.620919303154823,0.888275288624304
"251","2021-04-30 16:42:18","D05P2","EV1810","3","STIM-HD",9175,-1375,2100,3450,5000,17,7,23,"Femme",0.411305725313013,0.421615308064252
"252","2021-05-10 17:24:00","D14P1","EV1810","3","STIM-HD",12735,-985,1900,3320,8500,17,7,23,"Femme",1.1688938848225,0.629488859968219
"253","2021-05-10 17:34:54","D14P2","EV1810","3","STIM-HD",16540,-1600,2900,3240,12000,17,7,23,"Femme",1.97861943171396,0.883134211108927
"254","2021-04-26 16:17:09","D01P1","GC0511","3","STIM-HD",2160,-1460,400,1220,2000,17,9,26,"Homme",-1.08152599911369,-1.04292956175664
"255","2021-04-27 15:34:10","D02P1","GC0511","3","STIM-HD",1250,-1810,650,410,2000,17,9,26,"Homme",-1.27517915224673,-1.232852038518
"256","2021-04-27 15:47:21","D02P2","GC0511","3","STIM-HD",4725,-1055,1700,1330,2750,17,9,26,"Homme",-0.535679474073846,-0.41898945186793
"257","2021-04-28 15:39:46","D03P1","GC0511","3","STIM-HD",3140,-1640,300,1480,3000,17,9,26,"Homme",-0.872976449585794,-0.92294056903776
"258","2021-04-28 15:51:52","D03P2","GC0511","3","STIM-HD",5750,-670,1250,1920,3250,17,9,26,"Homme",-0.317553669720693,-0.206686933472319
"259","2021-04-29 15:46:52","D04P1","GC0511","3","STIM-HD",6435,-735,1400,1770,4000,17,9,26,"Homme",-0.171781790713952,-0.160850464592479
"260","2021-04-29 15:58:16","D04P2","GC0511","3","STIM-HD",7315,-835,1500,1900,4750,17,9,26,"Homme",0.0154871925355842,-0.0725703803182172
"261","2021-04-30 15:41:14","D05P1","GC0511","3","STIM-HD",8370,-520,1600,2290,5000,17,9,26,"Homme",0.239997166772244,0.216978547655226
"262","2021-04-30 15:52:52","D05P2","GC0511","3","STIM-HD",9210,-420,1600,2530,5500,17,9,26,"Homme",0.418753923510437,0.37572538388572
"263","2021-05-11 15:37:47","D14P1","GC0511","3","STIM-HD",9645,-555,1850,2850,5500,17,9,26,"Homme",0.511324386821288,0.470679815170315
"264","2021-05-11 15:49:25","D14P2","GC0511","3","STIM-HD",11075,-605,1700,2480,7500,17,9,26,"Homme",0.815636484601784,0.411975477586874
"265","2018-06-04 16:55:42","D01P1","GF0912","1","STIM-SD",1965,-995,650,810,1500,16,3,22,"Homme",-1.12302310335648,-1.02632969934156
"266","2018-06-05 11:33:46","D02P1","GF0912","1","STIM-SD",2965,-1155,1050,1320,1750,16,3,22,"Homme",-0.910217440572918,-0.776973065529245
"267","2018-06-05 11:33:46","D02P2","GF0912","1","STIM-SD",3980,-1580,1600,1710,2250,16,3,22,"Homme",-0.694219692847601,-0.536612063375692
"268","2018-06-06 11:35:40","D03P1","GF0912","1","STIM-SD",8325,-185,2750,2760,3000,16,3,22,"Homme",0.230420911946984,0.760216067063395
"269","2018-06-06 11:35:40","D03P2","GF0912","1","STIM-SD",6335,-935,1750,2020,3500,16,3,22,"Homme",-0.193062356992308,-0.102486788128027
"270","2018-06-07 11:29:16","D04P1","GF0912","1","STIM-SD",5915,-705,1450,2670,2500,16,3,22,"Homme",-0.282440735361405,-0.0286092729081725
"271","2018-06-07 11:29:16","D04P2","GF0912","1","STIM-SD",6360,-750,1150,2210,3750,16,3,22,"Homme",-0.187742215422719,-0.139925480631281
"272","2018-06-08 11:34:04","D05P1","GF0912","1","STIM-SD",8575,-255,1800,3030,4000,16,3,22,"Homme",0.283622327642874,0.589699460755637
"273","2018-06-08 11:34:04","D05P2","GF0912","1","STIM-SD",8550,-270,1200,2870,4750,16,3,22,"Homme",0.278302186073285,0.410271441272481
"274","2018-06-19 11:28:07","D14P1","GF0912","1","STIM-SD",8200,-840,1850,3190,4000,16,3,22,"Homme",0.203820204099038,0.344404306358199
"275","2018-06-19 11:28:07","D14P2","GF0912","1","STIM-SD",8605,-805,1650,3010,4750,16,3,22,"Homme",0.290006497526381,0.30337715233557
"276","2020-02-10 11:16:05","D01P1","GF1410","1","STIM-SD",2380,-1070,1900,300,1250,15,2.5,32,"Homme",-1.0347087533013,-0.837991921098588
"277","2020-02-11 14:13:49","D02P1","GF1410","1","STIM-SD",1325,-1665,700,790,1500,15,2.5,32,"Homme",-1.25921872753796,-1.18053738971241
"278","2020-02-11 14:24:35","D02P2","GF1410","1","STIM-SD",3125,-805,550,1130,2250,15,2.5,32,"Homme",-0.876168534527548,-0.799900164622053
"279","2020-02-12 10:56:51","D03P1","GF1410","1","STIM-SD",3510,-820,900,1430,2000,15,2.5,32,"Homme",-0.794238354355876,-0.652250591667587
"280","2020-02-12 11:07:30","D03P2","GF1410","1","STIM-SD",2815,-735,1400,150,2000,15,2.5,32,"Homme",-0.942138289990452,-0.775892045825709
"281","2020-02-13 14:17:53","D04P1","GF1410","1","STIM-SD",3090,-820,950,1210,1750,15,2.5,32,"Homme",-0.883616732724972,-0.73279725279859
"282","2020-02-13 14:34:03","D04P2","GF1410","1","STIM-SD",3965,-855,1150,670,3000,15,2.5,32,"Homme",-0.697411777789354,-0.658517177349839
"283","2020-02-14 10:34:36","D05P1","GF1410","1","STIM-SD",3925,-735,900,1510,2250,15,2.5,32,"Homme",-0.705924004300697,-0.564919431909522
"284","2020-02-14 10:44:56","D05P2","GF1410","1","STIM-SD",5010,-450,850,2360,2250,15,2.5,32,"Homme",-0.47502986018053,-0.210812058223095
"285","2020-02-25 10:26:37","D14P1","GF1410","1","STIM-SD",4400,-770,700,1470,3000,15,2.5,32,"Homme",-0.604841314478504,-0.562564381939932
"286","2020-02-25 10:39:29","D14P2","GF1410","1","STIM-SD",6060,-150,1150,2060,3000,15,2.5,32,"Homme",-0.251583914257788,0.134005919651476
"287","2018-06-04 14:20:55","D01P1","GM2504","1","STIM-SD",820,-590,850,560,0,15,6,21,"Homme",-1.36668558724366,-1.82973564999496
"288","2018-06-05 14:03:50","D02P1","GM2504","1","STIM-SD",1525,-735,1550,710,0,15,6,21,"Homme",-1.21665759498125,-1.64460548250119
"289","2018-06-05 14:03:50","D02P2","GM2504","1","STIM-SD",1865,-985,1400,700,750,15,6,21,"Homme",-1.14430366963484,-0.99442891536095
"290","2018-06-06 14:03:40","D03P1","GM2504","1","STIM-SD",2645,-505,450,450,2250,15,6,21,"Homme",-0.978315252663658,-0.867905207645239
"291","2018-06-06 14:03:40","D03P2","GM2504","1","STIM-SD",3965,-735,350,1100,3250,15,6,21,"Homme",-0.697411777789354,-0.731868959003912
"292","2018-06-07 13:59:39","D04P1","GM2504","1","STIM-SD",4880,-900,450,1580,3750,15,6,21,"Homme",-0.502694596342393,-0.58489600434086
"293","2018-06-07 13:59:39","D04P2","GM2504","1","STIM-SD",5550,-1120,200,2220,4250,15,6,21,"Homme",-0.360114802277406,-0.512916054133334
"294","2018-06-08 14:03:08","D05P1","GM2504","1","STIM-SD",9385,-685,900,2920,6250,15,6,21,"Homme",0.455994914497561,0.197247314768625
"295","2018-06-08 14:03:08","D05P2","GM2504","1","STIM-SD",9515,-635,650,2500,7000,15,6,21,"Homme",0.483659650659424,0.0605630045230789
"296","2018-06-19 14:10:49","D14P1","GM2504","1","STIM-SD",8140,-1120,300,2460,6500,15,6,21,"Homme",0.191051864332024,-0.257491914818034
"297","2018-06-19 14:10:49","D14P2","GM2504","1","STIM-SD",8925,-1205,600,2780,6750,15,6,21,"Homme",0.358104309617122,-0.0762560155213361
"298","2019-12-02 16:18:50","D01P1","HA2212","1","STIM-SD",-2170,-3750,900,430,250,20,1.5,27,"Homme",-2.00297451896652,-1.89851367000074
"299","2019-12-03 16:28:35","D02P1","HA2212","1","STIM-SD",-320,-2630,950,860,500,20,1.5,27,"Homme",-1.60928404281692,-1.51059887961364
"300","2019-12-03 16:39:08","D02P2","HA2212","1","STIM-SD",4145,-805,1300,2150,1500,20,1.5,27,"Homme",-0.659106758488313,-0.407673663231992
"301","2019-12-04 16:45:30","D03P1","HA2212","1","STIM-SD",3050,-1670,1300,1420,2000,20,1.5,27,"Homme",-0.892128959236315,-0.757240892033763
"302","2019-12-04 17:04:56","D03P2","HA2212","1","STIM-SD",3430,-1340,2050,220,2500,20,1.5,27,"Homme",-0.811262807378561,-0.687120947250657
"303","2019-12-05 16:55:22","D04P1","HA2212","1","STIM-SD",4640,-770,1550,2110,1750,20,1.5,27,"Homme",-0.553767955410449,-0.289402867742004
"304","2019-12-05 17:05:55","D04P2","HA2212","1","STIM-SD",3475,-1035,1000,1260,2250,20,1.5,27,"Homme",-0.8016865525533,-0.701606359190356
"305","2019-12-06 16:11:59","D05P1","HA2212","1","STIM-SD",6025,-1035,1700,2360,3000,20,1.5,27,"Homme",-0.259032112455213,-0.100918510863488
"306","2019-12-06 16:23:57","D05P2","HA2212","1","STIM-SD",5130,-1390,1650,2370,2500,20,1.5,27,"Homme",-0.449493180646503,-0.262362013099574
"307","2019-12-18 15:22:53","D14P1","HA2212","1","STIM-SD",3160,-1390,1250,1050,2250,20,1.5,27,"Homme",-0.868720336330123,-0.773260948935485
"308","2019-12-18 15:33:42","D14P2","HA2212","1","STIM-SD",9880,-400,3450,3330,3500,20,1.5,27,"Homme",0.561333717575425,1.00107906580477
"309","2018-06-04 17:24:17","D01P1","HI0310","2","SHAM",4915,-1285,1300,2900,2000,13,6,30,"Homme",-0.495246398144969,-0.251971800253929
"310","2018-06-05 17:06:39","D02P1","HI0310","2","SHAM",4410,-1140,1900,1900,1750,13,6,30,"Homme",-0.602713257850668,-0.362919317610053
"311","2018-06-05 17:06:39","D02P2","HI0310","2","SHAM",6230,-1020,2700,2550,2000,13,6,30,"Homme",-0.215406951584582,0.125551695917923
"312","2018-06-06 17:01:54","D03P1","HI0310","2","SHAM",6850,-670,2400,2120,3000,13,6,30,"Homme",-0.0834674406587729,0.16119111924951
"313","2018-06-06 17:01:54","D03P2","HI0310","2","SHAM",7655,-1335,2050,2440,4500,13,6,30,"Homme",0.0878411178819959,0.0791597410537043
"314","2018-06-07 17:06:15","D04P1","HI0310","2","SHAM",8110,-1080,2350,2590,4250,13,6,30,"Homme",0.184667694448517,0.256722449372695
"315","2018-06-07 17:06:15","D04P2","HI0310","2","SHAM",10475,-725,2600,2850,5750,13,6,30,"Homme",0.687953086931646,0.630311364016661
"316","2018-06-08 17:06:13","D05P1","HI0310","2","SHAM",13250,-1100,3400,3200,7750,13,6,30,"Homme",1.27848880115603,0.952034739621807
"317","2018-06-08 17:06:13","D05P2","HI0310","2","SHAM",13015,-905,3600,3320,7000,13,6,30,"Homme",1.2284794704019,1.06405692563888
"318","2018-06-19 17:07:15","D14P1","HI0310","2","SHAM",6745,-1965,2300,2160,4250,13,6,30,"Homme",-0.105812035251047,-0.0784067857955311
"319","2018-06-19 17:07:15","D14P2","HI0310","2","SHAM",10105,-1555,3550,3110,5000,13,6,30,"Homme",0.609214991701727,0.691603365598787
"320","2021-03-01 15:13:10","D01P1","JA2904","1","STIM-SD",4360,-1280,1800,2340,1500,17,3.5,23,"Homme",-0.613353540989847,-0.346636733411227
"321","2021-03-02 14:41:23","D02P1","JA2904","1","STIM-SD",4130,-1440,1250,2820,1500,17,3.5,23,"Homme",-0.662298843430066,-0.407857387432269
"322","2021-03-02 14:52:44","D02P2","JA2904","1","STIM-SD",4185,-2425,1950,2660,2000,17,3.5,23,"Homme",-0.65059453197697,-0.348457756964346
"323","2021-03-03 14:44:50","D03P1","JA2904","1","STIM-SD",6090,-960,2200,3100,1750,17,3.5,23,"Homme",-0.245199744374281,0.124856268736404
"324","2021-03-03 14:55:54","D03P2","JA2904","1","STIM-SD",7140,-1000,3000,3140,2000,17,3.5,23,"Homme",-0.0217537984515394,0.391610225744692
"325","2021-03-04 14:43:51","D04P1","JA2904","1","STIM-SD",6745,-805,2400,2650,2500,17,3.5,23,"Homme",-0.105812035251047,0.205155890901535
"326","2021-03-04 14:54:32","D04P2","JA2904","1","STIM-SD",7015,-855,1950,3170,2750,17,3.5,23,"Homme",-0.0483545062994849,0.240932119333748
"327","2021-03-05 14:39:05","D05P1","JA2904","1","STIM-SD",6440,-1370,2200,2610,3000,17,3.5,23,"Homme",-0.170717762400034,0.029116242452112
"328","2021-03-05 14:49:51","D05P2","JA2904","1","STIM-SD",9650,-350,3250,3250,3500,17,3.5,23,"Homme",0.512388415135205,0.953396207172938
"329","2021-03-16 14:44:02","D14P1","JA2904","1","STIM-SD",8890,-700,3300,2790,3500,17,3.5,23,"Homme",0.350656111419697,0.648760677928513
"330","2021-03-16 14:54:51","D14P2","JA2904","1","STIM-SD",9050,-650,2450,3500,3750,17,3.5,23,"Homme",0.384705017465067,0.663755789932395
"331","2021-04-19 12:32:07","D01P1","JK1002","3","STIM-HD",3980,-740,1000,1720,2000,16,2,23,"Homme",-0.694219692847601,-0.513726859578548
"332","2021-04-20 11:49:47","D02P1","JK1002","3","STIM-HD",6645,-435,1500,2080,3500,16,2,23,"Homme",-0.127092601529403,0.0519360728467188
"333","2021-04-20 12:01:56","D02P2","JK1002","3","STIM-HD",9965,-985,3050,2150,5750,16,2,23,"Homme",0.579422198912028,0.465628207650626
"334","2021-04-21 11:55:53","D03P1","JK1002","3","STIM-HD",9570,-1200,2300,2470,6000,16,2,23,"Homme",0.49536396211252,0.297694808933347
"335","2021-04-21 12:08:00","D03P2","JK1002","3","STIM-HD",10940,-700,2200,2440,7000,16,2,23,"Homme",0.786907720126003,0.479089864826151
"336","2021-04-22 12:13:52","D04P1","JK1002","3","STIM-HD",11650,-1000,1800,2850,8000,16,2,23,"Homme",0.937999740702333,0.430547259959241
"337","2021-04-22 12:25:44","D04P2","JK1002","3","STIM-HD",15240,-800,1500,3040,11500,16,2,23,"Homme",1.70197207009533,0.615024633323683
"338","2021-04-23 13:00:39","D05P1","JK1002","3","STIM-HD",17080,-1050,2650,3230,12250,16,2,23,"Homme",2.09353448961708,0.952955174386009
"339","2021-04-23 13:12:12","D05P2","JK1002","3","STIM-HD",16260,-1050,1500,3310,12500,16,2,23,"Homme",1.91903384613456,0.651600098095731
"340","2021-05-04 12:33:34","D14P1","JK1002","3","STIM-HD",18790,-400,2350,3340,13500,16,2,23,"Homme",2.45743217297698,1.21073343097011
"341","2021-05-04 12:45:11","D14P2","JK1002","3","STIM-HD",19800,-1300,1450,3150,16500,16,2,23,"Homme",2.67236589238838,0.647562390694991
"342","2019-11-04 09:04:30","D01P1","JM1704","2","SHAM",1965,-1475,950,1490,1000,17,6,23,"Homme",-1.12302310335648,-0.98764942795429
"343","2019-11-05 08:26:54","D02P1","JM1704","2","SHAM",4045,-1055,1150,2700,1250,17,6,23,"Homme",-0.680387324766669,-0.42278355939624
"344","2019-11-05 08:46:28","D02P2","JM1704","2","SHAM",4605,-985,700,3390,1500,17,6,23,"Homme",-0.561216153607873,-0.285106007198525
"345","2019-11-06 08:38:12","D03P1","JM1704","2","SHAM",5400,-970,1100,3270,2000,17,6,23,"Homme",-0.39203565169494,-0.113880592116346
"346","2019-11-06 08:50:20","D03P2","JM1704","2","SHAM",5880,-900,600,3430,2750,17,6,23,"Homme",-0.28988893355883,-0.10157742398977
"347","2019-11-07 14:07:22","D04P1","JM1704","2","SHAM",7865,-535,1400,3250,3750,17,6,23,"Homme",0.132530307066544,0.333814375624547
"348","2019-11-07 14:18:58","D04P2","JM1704","2","SHAM",6635,-735,1150,3220,3000,17,6,23,"Homme",-0.129220658157239,0.0899718841687838
"349","2019-11-08 13:06:03","D05P1","JM1704","2","SHAM",8305,-685,1600,2890,4500,17,6,23,"Homme",0.226164798691312,0.279977106319499
"350","2019-11-08 13:19:02","D05P2","JM1704","2","SHAM",11510,-150,2600,3560,5500,17,6,23,"Homme",0.908206947912634,1.20734999998884
"351","2019-11-18 12:56:11","D14P1","JM1704","2","SHAM",10980,0,2300,3680,5000,17,6,23,"Homme",0.795419946637345,1.75340858415941
"352","2019-11-18 13:08:44","D14P2","JM1704","2","SHAM",12730,-150,1700,4180,7000,17,6,23,"Homme",1.16782985650858,1.22899455697174
"353","2018-06-04 14:48:49","D01P1","JP1711","2","SHAM",1370,-1080,800,900,750,12,10,18,"Femme",-1.2496424727127,-1.15552304726406
"354","2018-06-05 14:32:14","D02P1","JP1711","2","SHAM",3545,-895,1450,1990,1000,12,10,18,"Femme",-0.786790156158451,-0.543609937820561
"355","2018-06-05 14:32:14","D02P2","JP1711","2","SHAM",4350,-610,1150,2810,1000,12,10,18,"Femme",-0.615481597617682,-0.287907677584054
"356","2018-06-06 14:30:14","D03P1","JP1711","2","SHAM",4265,-705,1500,2470,1000,12,10,18,"Femme",-0.633570078954285,-0.322900753261081
"357","2018-06-06 14:30:14","D03P2","JP1711","2","SHAM",4335,-255,1250,2340,1000,12,10,18,"Femme",-0.618673682559436,-0.177342181531276
"358","2018-06-07 14:31:53","D04P1","JP1711","2","SHAM",4690,-730,1050,2870,1500,12,10,18,"Femme",-0.543127672271271,-0.245939024820226
"359","2018-06-07 14:31:53","D04P2","JP1711","2","SHAM",5920,-670,2050,2790,1750,12,10,18,"Femme",-0.281376707047487,0.0932774860106493
"360","2018-06-08 14:31:08","D05P1","JP1711","2","SHAM",5475,-435,1500,2910,1500,12,10,18,"Femme",-0.376075226986173,0.0400422480103694
"361","2018-06-08 14:31:08","D05P2","JP1711","2","SHAM",5695,-475,1850,2570,1750,12,10,18,"Femme",-0.329257981173789,0.0628604311825709
"362","2018-06-19 14:32:38","D14P1","JP1711","2","SHAM",4700,-1260,1350,3360,1250,12,10,18,"Femme",-0.540999615643435,-0.22106932653768
"363","2018-06-19 14:32:38","D14P2","JP1711","2","SHAM",6725,-625,2150,3700,1500,12,10,18,"Femme",-0.110068148506718,0.373945587433613
"364","2021-03-01 16:52:13","D01P1","JT0601","2","SHAM",3545,-1715,1450,1560,2250,17,7,28,"Homme",-0.786790156158451,-0.649527293942368
"365","2021-03-02 16:24:05","D02P1","JT0601","2","SHAM",6365,-915,1800,2480,3000,17,7,28,"Homme",-0.186678187108801,0.000302901720241604
"366","2021-03-02 16:34:25","D02P2","JT0601","2","SHAM",10170,-870,2500,3040,5500,17,7,28,"Homme",0.623047359782659,0.589216514951068
"367","2021-03-03 16:50:08","D03P1","JT0601","2","SHAM",11045,-625,1150,2520,8000,17,7,28,"Homme",0.809252314718277,0.276345796722844
"368","2021-03-03 17:01:19","D03P2","JT0601","2","SHAM",13215,-1545,1100,2410,11250,17,7,28,"Homme",1.27104060295861,0.0960653471496007
"369","2021-03-04 16:47:06","D04P1","JT0601","2","SHAM",15600,-1050,1700,2700,12250,17,7,28,"Homme",1.77858210869741,0.519754038595663
"370","2021-03-04 16:59:53","D04P2","JT0601","2","SHAM",15535,-2505,1850,2940,13250,17,7,28,"Homme",1.76474974061648,0.376574737254533
"371","2021-03-05 16:37:57","D05P1","JT0601","2","SHAM",15730,-770,1450,2800,12250,17,7,28,"Homme",1.80624684485927,0.567324835654758
"372","2021-03-05 16:48:23","D05P2","JT0601","2","SHAM",20185,-785,2050,3170,15750,17,7,28,"Homme",2.75429607256005,0.961689818331899
"373","2021-03-16 16:50:28","D14P1","JT0601","2","SHAM",19390,-300,2250,3690,13750,17,7,28,"Homme",2.58511557064712,1.36680869498788
"374","2021-03-16 17:00:54","D14P2","JT0601","2","SHAM",22500,-900,2000,3400,18000,17,7,28,"Homme",3.246941181904,1.03965807005205
"375","2021-04-19 17:48:04","D01P1","KM0102","3","STIM-HD",4240,-510,750,1750,2250,17,6,24,"Homme",-0.638890220523874,-0.445943496133487
"376","2021-04-20 17:30:27","D02P1","KM0102","3","STIM-HD",6015,-455,800,2420,3250,17,6,24,"Homme",-0.261160169083049,-0.0980175263712009
"377","2021-04-20 17:41:54","D02P2","KM0102","3","STIM-HD",6750,-400,1200,2700,3250,17,6,24,"Homme",-0.104748006937129,0.138015755566251
"378","2021-04-21 17:05:08","D03P1","KM0102","3","STIM-HD",9115,-155,1800,2720,4750,17,6,24,"Homme",0.398537385545999,0.664190262824077
"379","2021-04-21 17:16:20","D03P2","KM0102","3","STIM-HD",11110,-150,1500,3260,6500,17,6,24,"Homme",0.823084682799208,0.857957272253189
