Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
361	2019-11-22 18:45:08	D05P2	AL2409	11.96	press	thrust	None	Press	0	Press
379	2019-11-22 18:45:08	D05P2	AL2409	12.327	press	right	None	Press	0	Press
401	2019-11-22 18:45:08	D05P2	AL2409	12.995	press	fire	None	Press	0	Press
420	2019-11-22 18:45:08	D05P2	AL2409	13.394	collide	missile_0	fortress	FortressShot	0	GameEvent
437	2019-11-22 18:45:08	D05P2	AL2409	13.894	press	fire	None	Press	0	Press
449	2019-11-22 18:45:08	D05P2	AL2409	14.16	bonus_available	None	None	NewBonus	0	GameEvent
459	2019-11-22 18:45:08	D05P2	AL2409	14.361	collide	missile_0	fortress	FortressShot	0	GameEvent
465	2019-11-22 18:45:08	D05P2	AL2409	14.527	press	right	None	Press	0	Press
476	2019-11-22 18:45:08	D05P2	AL2409	14.826	press	pnts	None	Press	0	Press
478	2019-11-22 18:45:08	D05P2	AL2409	14.827	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
492	2019-11-22 18:45:08	D05P2	AL2409	15.194	press	right	None	Press	0	Press
496	2019-11-22 18:45:08	D05P2	AL2409	15.26	press	fire	None	Press	0	Press
521	2019-11-22 18:45:08	D05P2	AL2409	15.861	collide	missile_0	fortress	FortressShot	0	GameEvent
532	2019-11-22 18:45:08	D05P2	AL2409	16.127	press	left	None	Press	0	Press
542	2019-11-22 18:45:08	D05P2	AL2409	16.313	new_mine	foe	None	NewMine	0	GameEvent
546	2019-11-22 18:45:08	D05P2	AL2409	16.327	press	thrust	None	Press	0	Press
571	2019-11-22 18:45:08	D05P2	AL2409	17.06	press	fire	None	Press	0	Press
607	2019-11-22 18:45:08	D05P2	AL2409	17.927	collide	mine_0	ship	ShipDamage	-50	Flight
618	2019-11-22 18:45:08	D05P2	AL2409	18.227	press	right	None	Press	0	Press
635	2019-11-22 18:45:08	D05P2	AL2409	18.559	press	right	None	Press	0	Press
646	2019-11-22 18:45:08	D05P2	AL2409	18.861	press	thrust	None	Press	0	Press
660	2019-11-22 18:45:08	D05P2	AL2409	19.259	press	fire	None	Press	0	Press
690	2019-11-22 18:45:08	D05P2	AL2409	19.994	collide	missile_0	fortress	FortressShot	0	GameEvent
709	2019-11-22 18:45:08	D05P2	AL2409	20.461	press	right	None	Press	0	Press
750	2019-11-22 18:45:08	D05P2	AL2409	21.494	bonus_available	None	None	NewBonus	0	GameEvent
759	2019-11-22 18:45:08	D05P2	AL2409	21.793	press	fire	None	Press	0	Press
788	2019-11-22 18:45:08	D05P2	AL2409	22.494	collide	missile_0	fortress	FortressShot	0	GameEvent
799	2019-11-22 18:45:08	D05P2	AL2409	22.794	press	right	None	Press	0	Press
809	2019-11-22 18:45:08	D05P2	AL2409	23.015	new_mine	foe	None	NewMine	0	GameEvent
813	2019-11-22 18:45:08	D05P2	AL2409	23.127	press	fire	None	Press	0	Press
845	2019-11-22 18:45:08	D05P2	AL2409	23.894	collide	missile_0	fortress	FortressShot	0	GameEvent
852	2019-11-22 18:45:08	D05P2	AL2409	24.06	press	right	None	Press	0	Press
865	2019-11-22 18:45:08	D05P2	AL2409	24.394	press	iff	None	Press	0	Press
876	2019-11-22 18:45:08	D05P2	AL2409	24.561	press	iff	None	Press	0	Press
881	2019-11-22 18:45:08	D05P2	AL2409	24.629	press	right	None	Press	0	Press
893	2019-11-22 18:45:08	D05P2	AL2409	24.927	press	fire	None	Press	0	Press
926	2019-11-22 18:45:08	D05P2	AL2409	25.727	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
944	2019-11-22 18:45:08	D05P2	AL2409	26.127	press	thrust	None	Press	0	Press
954	2019-11-22 18:45:08	D05P2	AL2409	26.394	press	left	None	Press	0	Press
973	2019-11-22 18:45:08	D05P2	AL2409	26.827	press	left	None	Press	0	Press
982	2019-11-22 18:45:08	D05P2	AL2409	27.027	press	thrust	None	Press	0	Press
1005	2019-11-22 18:45:08	D05P2	AL2409	27.56	press	right	None	Press	0	Press
1022	2019-11-22 18:45:08	D05P2	AL2409	28.027	press	right	None	Press	0	Press
1030	2019-11-22 18:45:08	D05P2	AL2409	28.194	press	thrust	None	Press	0	Press
1057	2019-11-22 18:45:08	D05P2	AL2409	28.895	press	left	None	Press	0	Press
1081	2019-11-22 18:45:08	D05P2	AL2409	29.527	press	fire	None	Press	0	Press
1109	2019-11-22 18:45:08	D05P2	AL2409	30.293	collide	missile_0	fortress	FortressShot	0	GameEvent
1132	2019-11-22 18:45:08	D05P2	AL2409	30.85	new_mine	foe	None	NewMine	0	GameEvent
1135	2019-11-22 18:45:08	D05P2	AL2409	30.927	press	right	None	Press	0	Press
1166	2019-11-22 18:45:08	D05P2	AL2409	31.727	press	right	None	Press	0	Press
1181	2019-11-22 18:45:08	D05P2	AL2409	32.16	press	iff	None	Press	0	Press
1192	2019-11-22 18:45:08	D05P2	AL2409	32.428	press	iff	None	Press	0	Press
1208	2019-11-22 18:45:08	D05P2	AL2409	32.728	press	fire	None	Press	0	Press
1223	2019-11-22 18:45:08	D05P2	AL2409	33.061	bonus_available	None	None	NewBonus	0	GameEvent
1228	2019-11-22 18:45:08	D05P2	AL2409	33.227	press	right	None	Press	0	Press
1240	2019-11-22 18:45:08	D05P2	AL2409	33.527	press	fire	None	Press	0	Press
1256	2019-11-22 18:45:08	D05P2	AL2409	33.827	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
1264	2019-11-22 18:45:08	D05P2	AL2409	33.96	press	pnts	None	Press	0	Press
1266	2019-11-22 18:45:08	D05P2	AL2409	33.96	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1284	2019-11-22 18:45:08	D05P2	AL2409	34.394	press	thrust	None	Press	0	Press
1313	2019-11-22 18:45:08	D05P2	AL2409	35.094	press	right	None	Press	0	Press
1344	2019-11-22 18:45:08	D05P2	AL2409	35.927	press	fire	None	Press	0	Press
1369	2019-11-22 18:45:08	D05P2	AL2409	36.594	collide	missile_0	fortress	FortressShot	0	GameEvent
1382	2019-11-22 18:45:08	D05P2	AL2409	36.827	press	right	None	Press	0	Press
1394	2019-11-22 18:45:08	D05P2	AL2409	37.16	press	fire	None	Press	0	Press
1400	2019-11-22 18:45:08	D05P2	AL2409	37.228	bonus_available	None	None	NewBonus	0	GameEvent
1424	2019-11-22 18:45:08	D05P2	AL2409	37.861	collide	missile_0	fortress	FortressShot	0	GameEvent
1425	2019-11-22 18:45:08	D05P2	AL2409	37.893	press	pnts	None	Press	0	Press
1428	2019-11-22 18:45:08	D05P2	AL2409	37.893	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1440	2019-11-22 18:45:08	D05P2	AL2409	38.226	press	thrust	None	Press	0	Press
1470	2019-11-22 18:45:08	D05P2	AL2409	38.914	new_mine	friend	None	NewMine	0	GameEvent
1480	2019-11-22 18:45:08	D05P2	AL2409	39.228	press	right	None	Press	0	Press
1497	2019-11-22 18:45:08	D05P2	AL2409	39.661	press	left	None	Press	0	Press
1517	2019-11-22 18:45:08	D05P2	AL2409	40.127	press	fire	None	Press	0	Press
1529	2019-11-22 18:45:08	D05P2	AL2409	40.394	collide	friend_mine	None	FriendMineDestruction	50	Mine
1543	2019-11-22 18:45:08	D05P2	AL2409	40.66	press	right	None	Press	0	Press
1563	2019-11-22 18:45:08	D05P2	AL2409	41.127	press	thrust	None	Press	0	Press
1622	2019-11-22 18:45:08	D05P2	AL2409	42.794	press	fire	None	Press	0	Press
1652	2019-11-22 18:45:08	D05P2	AL2409	43.538	collide	missile_0	fortress	FortressShot	0	GameEvent
1658	2019-11-22 18:45:08	D05P2	AL2409	43.693	press	right	None	Press	0	Press
1670	2019-11-22 18:45:08	D05P2	AL2409	43.927	press	thrust	None	Press	0	Press
1684	2019-11-22 18:45:08	D05P2	AL2409	44.327	press	right	None	Press	0	Press
1696	2019-11-22 18:45:08	D05P2	AL2409	44.57	bonus_available	None	None	NewBonus	0	GameEvent
1702	2019-11-22 18:45:08	D05P2	AL2409	44.762	press	fire	None	Press	0	Press
1732	2019-11-22 18:45:08	D05P2	AL2409	45.479	new_mine	friend	None	NewMine	0	GameEvent
1742	2019-11-22 18:45:08	D05P2	AL2409	45.793	press	pnts	None	Press	0	Press
1744	2019-11-22 18:45:08	D05P2	AL2409	45.794	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1774	2019-11-22 18:45:08	D05P2	AL2409	46.594	press	left	None	Press	0	Press
1809	2019-11-22 18:45:08	D05P2	AL2409	47.461	press	fire	None	Press	0	Press
1827	2019-11-22 18:45:08	D05P2	AL2409	47.894	collide	friend_mine	None	FriendMineDestruction	50	Mine
1837	2019-11-22 18:45:08	D05P2	AL2409	47.96	press	thrust	None	Press	0	Press
1849	2019-11-22 18:45:08	D05P2	AL2409	48.294	press	right	None	Press	0	Press
1863	2019-11-22 18:45:08	D05P2	AL2409	48.66	press	thrust	None	Press	0	Press
1869	2019-11-22 18:45:08	D05P2	AL2409	48.76	bonus_available	None	None	NewBonus	0	GameEvent
1885	2019-11-22 18:45:08	D05P2	AL2409	49.127	press	fire	None	Press	0	Press
1889	2019-11-22 18:45:08	D05P2	AL2409	49.194	press	right	None	Press	0	Press
1904	2019-11-22 18:45:08	D05P2	AL2409	49.56	press	pnts	None	Press	0	Press
1906	2019-11-22 18:45:08	D05P2	AL2409	49.56	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1928	2019-11-22 18:45:08	D05P2	AL2409	50.061	press	right	None	Press	0	Press
1942	2019-11-22 18:45:08	D05P2	AL2409	50.427	press	fire	None	Press	0	Press
1970	2019-11-22 18:45:08	D05P2	AL2409	51.127	press	thrust	None	Press	0	Press
1989	2019-11-22 18:45:08	D05P2	AL2409	51.594	press	right	None	Press	0	Press
2017	2019-11-22 18:45:08	D05P2	AL2409	52.327	press	fire	None	Press	0	Press
2043	2019-11-22 18:45:08	D05P2	AL2409	53.014	new_mine	friend	None	NewMine	0	GameEvent
2051	2019-11-22 18:45:08	D05P2	AL2409	53.094	collide	missile_0	fortress	FortressShot	0	GameEvent
2056	2019-11-22 18:45:08	D05P2	AL2409	53.227	press	right	None	Press	0	Press
2069	2019-11-22 18:45:08	D05P2	AL2409	53.56	press	right	None	Press	0	Press
2090	2019-11-22 18:45:08	D05P2	AL2409	54.094	press	thrust	None	Press	0	Press
2109	2019-11-22 18:45:08	D05P2	AL2409	54.593	press	right	None	Press	0	Press
2122	2019-11-22 18:45:08	D05P2	AL2409	54.959	press	fire	None	Press	0	Press
2143	2019-11-22 18:45:08	D05P2	AL2409	55.427	collide	friend_mine	None	FriendMineDestruction	50	Mine
2151	2019-11-22 18:45:08	D05P2	AL2409	55.56	press	left	None	Press	0	Press
2173	2019-11-22 18:45:08	D05P2	AL2409	56.093	press	right	None	Press	0	Press
2200	2019-11-22 18:45:08	D05P2	AL2409	56.861	press	thrust	None	Press	0	Press
2223	2019-11-22 18:45:08	D05P2	AL2409	57.427	press	right	None	Press	0	Press
2241	2019-11-22 18:45:08	D05P2	AL2409	57.894	press	fire	None	Press	0	Press
2246	2019-11-22 18:45:08	D05P2	AL2409	57.994	press	fire	None	Press	0	Press
2270	2019-11-22 18:45:08	D05P2	AL2409	58.527	collide	missile_0	fortress	FortressShot	0	GameEvent
2274	2019-11-22 18:45:08	D05P2	AL2409	58.593	collide	missile_0	fortress	FortressShot	0	GameEvent
2276	2019-11-22 18:45:08	D05P2	AL2409	58.627	destroyed	fortress	None	FortressDestruction	250	Fortress
2304	2019-11-22 18:45:08	D05P2	AL2409	59.361	press	right	None	Press	0	Press
2319	2019-11-22 18:45:08	D05P2	AL2409	59.727	press	thrust	None	Press	0	Press
2342	2019-11-22 18:45:08	D05P2	AL2409	60.227	bonus_available	None	None	NewBonus	0	GameEvent
2353	2019-11-22 18:45:08	D05P2	AL2409	60.547	new_mine	foe	None	NewMine	0	GameEvent
2362	2019-11-22 18:45:08	D05P2	AL2409	60.827	press	pnts	None	Press	0	Press
2364	2019-11-22 18:45:08	D05P2	AL2409	60.827	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
2383	2019-11-22 18:45:08	D05P2	AL2409	61.293	press	right	None	Press	0	Press
2407	2019-11-22 18:45:08	D05P2	AL2409	61.928	press	iff	None	Press	0	Press
2413	2019-11-22 18:45:08	D05P2	AL2409	62.027	press	iff	None	Press	0	Press
2420	2019-11-22 18:45:08	D05P2	AL2409	62.159	press	fire	None	Press	0	Press
2442	2019-11-22 18:45:08	D05P2	AL2409	62.594	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
2454	2019-11-22 18:45:08	D05P2	AL2409	62.86	press	left	None	Press	0	Press
2472	2019-11-22 18:45:08	D05P2	AL2409	63.295	press	fire	None	Press	0	Press
