Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
170	2021-03-16 17:00:54	D14P2	JT0601	5.533	press	thrust	None	Press	0	Press
179	2021-03-16 17:00:54	D14P2	JT0601	5.767	press	right	None	Press	0	Press
204	2021-03-16 17:00:54	D14P2	JT0601	6.366	press	thrust	None	Press	0	Press
220	2021-03-16 17:00:54	D14P2	JT0601	6.833	press	right	None	Press	0	Press
228	2021-03-16 17:00:54	D14P2	JT0601	7.033	press	fire	None	Press	0	Press
245	2021-03-16 17:00:54	D14P2	JT0601	7.366	collide	missile_0	fortress	FortressShot	0	GameEvent
248	2021-03-16 17:00:54	D14P2	JT0601	7.433	press	right	None	Press	0	Press
256	2021-03-16 17:00:54	D14P2	JT0601	7.6	press	fire	None	Press	0	Press
267	2021-03-16 17:00:54	D14P2	JT0601	7.866	collide	missile_0	fortress	FortressShot	0	GameEvent
270	2021-03-16 17:00:54	D14P2	JT0601	7.933	press	fire	None	Press	0	Press
281	2021-03-16 17:00:54	D14P2	JT0601	8.166	collide	missile_0	fortress	FortressShot	0	GameEvent
282	2021-03-16 17:00:54	D14P2	JT0601	8.199	press	right	None	Press	0	Press
293	2021-03-16 17:00:54	D14P2	JT0601	8.366	press	fire	None	Press	0	Press
302	2021-03-16 17:00:54	D14P2	JT0601	8.566	collide	missile_0	fortress	FortressShot	0	GameEvent
308	2021-03-16 17:00:54	D14P2	JT0601	8.733	press	fire	None	Press	0	Press
316	2021-03-16 17:00:54	D14P2	JT0601	8.933	press	right	None	Press	0	Press
318	2021-03-16 17:00:54	D14P2	JT0601	8.933	collide	missile_0	fortress	FortressShot	0	GameEvent
328	2021-03-16 17:00:54	D14P2	JT0601	9.167	press	fire	None	Press	0	Press
340	2021-03-16 17:00:54	D14P2	JT0601	9.334	collide	missile_0	fortress	FortressShot	0	GameEvent
346	2021-03-16 17:00:54	D14P2	JT0601	9.499	press	fire	None	Press	0	Press
354	2021-03-16 17:00:54	D14P2	JT0601	9.666	collide	missile_0	fortress	FortressShot	0	GameEvent
357	2021-03-16 17:00:54	D14P2	JT0601	9.733	press	right	None	Press	0	Press
365	2021-03-16 17:00:54	D14P2	JT0601	9.933	press	fire	None	Press	0	Press
374	2021-03-16 17:00:54	D14P2	JT0601	10.099	collide	missile_0	fortress	FortressShot	0	GameEvent
381	2021-03-16 17:00:54	D14P2	JT0601	10.202	new_mine	friend	None	NewMine	0	GameEvent
386	2021-03-16 17:00:54	D14P2	JT0601	10.266	press	fire	None	Press	0	Press
395	2021-03-16 17:00:54	D14P2	JT0601	10.466	collide	missile_0	fortress	FortressShot	0	GameEvent
396	2021-03-16 17:00:54	D14P2	JT0601	10.499	press	right	None	Press	0	Press
405	2021-03-16 17:00:54	D14P2	JT0601	10.699	press	fire	None	Press	0	Press
414	2021-03-16 17:00:54	D14P2	JT0601	10.899	collide	missile_0	fortress	FortressShot	0	GameEvent
422	2021-03-16 17:00:54	D14P2	JT0601	11.133	press	fire	None	Press	0	Press
435	2021-03-16 17:00:54	D14P2	JT0601	11.366	collide	missile_0	fortress	FortressShot	0	GameEvent
440	2021-03-16 17:00:54	D14P2	JT0601	11.433	press	right	None	Press	0	Press
453	2021-03-16 17:00:54	D14P2	JT0601	11.8	press	fire	None	Press	0	Press
459	2021-03-16 17:00:54	D14P2	JT0601	11.933	press	fire	None	Press	0	Press
466	2021-03-16 17:00:54	D14P2	JT0601	12.099	press	thrust	None	Press	0	Press
468	2021-03-16 17:00:54	D14P2	JT0601	12.099	collide	missile_0	fortress	FortressShot	0	GameEvent
475	2021-03-16 17:00:54	D14P2	JT0601	12.233	collide	missile_0	fortress	FortressShot	0	GameEvent
480	2021-03-16 17:00:54	D14P2	JT0601	12.266	destroyed	fortress	None	FortressDestruction	250	Fortress
490	2021-03-16 17:00:54	D14P2	JT0601	12.466	press	left	None	Press	0	Press
501	2021-03-16 17:00:54	D14P2	JT0601	12.766	press	fire	None	Press	0	Press
523	2021-03-16 17:00:54	D14P2	JT0601	13.299	press	left	None	Press	0	Press
529	2021-03-16 17:00:54	D14P2	JT0601	13.399	press	fire	None	Press	0	Press
543	2021-03-16 17:00:54	D14P2	JT0601	13.734	collide	friend_mine	None	FriendMineDestruction	50	Mine
544	2021-03-16 17:00:54	D14P2	JT0601	13.766	press	right	None	Press	0	Press
564	2021-03-16 17:00:54	D14P2	JT0601	14.2	press	fire	None	Press	0	Press
578	2021-03-16 17:00:54	D14P2	JT0601	14.467	press	right	None	Press	0	Press
581	2021-03-16 17:00:54	D14P2	JT0601	14.499	collide	missile_0	fortress	FortressShot	0	GameEvent
587	2021-03-16 17:00:54	D14P2	JT0601	14.633	press	fire	None	Press	0	Press
598	2021-03-16 17:00:54	D14P2	JT0601	14.899	collide	missile_0	fortress	FortressShot	0	GameEvent
601	2021-03-16 17:00:54	D14P2	JT0601	14.966	press	fire	None	Press	0	Press
612	2021-03-16 17:00:54	D14P2	JT0601	15.266	press	right	None	Press	0	Press
614	2021-03-16 17:00:54	D14P2	JT0601	15.266	collide	missile_0	fortress	FortressShot	0	GameEvent
624	2021-03-16 17:00:54	D14P2	JT0601	15.399	press	fire	None	Press	0	Press
637	2021-03-16 17:00:54	D14P2	JT0601	15.7	collide	missile_0	fortress	FortressShot	0	GameEvent
640	2021-03-16 17:00:54	D14P2	JT0601	15.766	press	fire	None	Press	0	Press
653	2021-03-16 17:00:54	D14P2	JT0601	16.066	collide	missile_0	fortress	FortressShot	0	GameEvent
654	2021-03-16 17:00:54	D14P2	JT0601	16.099	press	right	None	Press	0	Press
661	2021-03-16 17:00:54	D14P2	JT0601	16.234	press	fire	None	Press	0	Press
677	2021-03-16 17:00:54	D14P2	JT0601	16.566	collide	missile_0	fortress	FortressShot	0	GameEvent
680	2021-03-16 17:00:54	D14P2	JT0601	16.633	press	fire	None	Press	0	Press
695	2021-03-16 17:00:54	D14P2	JT0601	16.967	collide	missile_0	fortress	FortressShot	0	GameEvent
707	2021-03-16 17:00:54	D14P2	JT0601	17.333	press	fire	None	Press	0	Press
726	2021-03-16 17:00:54	D14P2	JT0601	17.7	collide	missile_0	fortress	FortressShot	0	GameEvent
727	2021-03-16 17:00:54	D14P2	JT0601	17.734	press	right	None	Press	0	Press
735	2021-03-16 17:00:54	D14P2	JT0601	17.9	press	fire	None	Press	0	Press
749	2021-03-16 17:00:54	D14P2	JT0601	18.266	collide	missile_0	fortress	FortressShot	0	GameEvent
753	2021-03-16 17:00:54	D14P2	JT0601	18.366	press	right	None	Press	0	Press
765	2021-03-16 17:00:54	D14P2	JT0601	18.566	press	fire	None	Press	0	Press
772	2021-03-16 17:00:54	D14P2	JT0601	18.699	press	fire	None	Press	0	Press
781	2021-03-16 17:00:54	D14P2	JT0601	18.835	new_mine	foe	None	NewMine	0	GameEvent
786	2021-03-16 17:00:54	D14P2	JT0601	18.966	press	thrust	None	Press	0	Press
794	2021-03-16 17:00:54	D14P2	JT0601	19.166	collide	missile_1	fortress	FortressShot	0	GameEvent
819	2021-03-16 17:00:54	D14P2	JT0601	19.767	press	left	None	Press	0	Press
826	2021-03-16 17:00:54	D14P2	JT0601	19.933	press	iff	None	Press	0	Press
833	2021-03-16 17:00:54	D14P2	JT0601	20.066	press	iff	None	Press	0	Press
842	2021-03-16 17:00:54	D14P2	JT0601	20.199	press	fire	None	Press	0	Press
848	2021-03-16 17:00:54	D14P2	JT0601	20.334	press	right	None	Press	0	Press
852	2021-03-16 17:00:54	D14P2	JT0601	20.366	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
876	2021-03-16 17:00:54	D14P2	JT0601	20.833	press	right	None	Press	0	Press
890	2021-03-16 17:00:54	D14P2	JT0601	21.166	press	fire	None	Press	0	Press
896	2021-03-16 17:00:54	D14P2	JT0601	21.299	press	fire	None	Press	0	Press
908	2021-03-16 17:00:54	D14P2	JT0601	21.5	collide	missile_0	fortress	FortressShot	0	GameEvent
909	2021-03-16 17:00:54	D14P2	JT0601	21.533	press	right	None	Press	0	Press
917	2021-03-16 17:00:54	D14P2	JT0601	21.633	collide	missile_0	fortress	FortressShot	0	GameEvent
919	2021-03-16 17:00:54	D14P2	JT0601	21.666	destroyed	fortress	None	FortressDestruction	250	Fortress
951	2021-03-16 17:00:54	D14P2	JT0601	22.499	press	right	None	Press	0	Press
972	2021-03-16 17:00:54	D14P2	JT0601	23.033	press	fire	None	Press	0	Press
982	2021-03-16 17:00:54	D14P2	JT0601	23.266	collide	missile_0	fortress	FortressShot	0	GameEvent
986	2021-03-16 17:00:54	D14P2	JT0601	23.366	press	fire	None	Press	0	Press
999	2021-03-16 17:00:54	D14P2	JT0601	23.566	collide	missile_0	fortress	FortressShot	0	GameEvent
1004	2021-03-16 17:00:54	D14P2	JT0601	23.699	press	fire	None	Press	0	Press
1013	2021-03-16 17:00:54	D14P2	JT0601	23.899	collide	missile_0	fortress	FortressShot	0	GameEvent
1016	2021-03-16 17:00:54	D14P2	JT0601	23.966	press	right	None	Press	0	Press
1024	2021-03-16 17:00:54	D14P2	JT0601	24.134	press	fire	None	Press	0	Press
1033	2021-03-16 17:00:54	D14P2	JT0601	24.333	collide	missile_0	fortress	FortressShot	0	GameEvent
1037	2021-03-16 17:00:54	D14P2	JT0601	24.434	press	fire	None	Press	0	Press
1050	2021-03-16 17:00:54	D14P2	JT0601	24.633	collide	missile_0	fortress	FortressShot	0	GameEvent
1051	2021-03-16 17:00:54	D14P2	JT0601	24.666	press	right	None	Press	0	Press
1059	2021-03-16 17:00:54	D14P2	JT0601	24.833	press	fire	None	Press	0	Press
1072	2021-03-16 17:00:54	D14P2	JT0601	25.199	press	fire	None	Press	0	Press
1082	2021-03-16 17:00:54	D14P2	JT0601	25.399	collide	missile_1	fortress	FortressShot	0	GameEvent
1087	2021-03-16 17:00:54	D14P2	JT0601	25.469	new_mine	friend	None	NewMine	0	GameEvent
1094	2021-03-16 17:00:54	D14P2	JT0601	25.6	press	fire	None	Press	0	Press
1104	2021-03-16 17:00:54	D14P2	JT0601	25.8	collide	missile_1	fortress	FortressShot	0	GameEvent
1111	2021-03-16 17:00:54	D14P2	JT0601	26	press	thrust	None	Press	0	Press
1125	2021-03-16 17:00:54	D14P2	JT0601	26.366	press	fire	None	Press	0	Press
1139	2021-03-16 17:00:54	D14P2	JT0601	26.599	collide	missile_0	fortress	FortressShot	0	GameEvent
1143	2021-03-16 17:00:54	D14P2	JT0601	26.699	press	right	None	Press	0	Press
1152	2021-03-16 17:00:54	D14P2	JT0601	26.933	press	fire	None	Press	0	Press
1162	2021-03-16 17:00:54	D14P2	JT0601	27.133	collide	missile_0	fortress	FortressShot	0	GameEvent
