Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
6888	2018-06-05 10:03:20	D02P1	AS0808	230.499	press	thrust	None	Press	0	Press
6908	2018-06-05 10:03:20	D02P1	AS0808	230.932	press	right	None	Press	0	Press
6919	2018-06-05 10:03:20	D02P1	AS0808	231.232	press	right	None	Press	0	Press
6952	2018-06-05 10:03:20	D02P1	AS0808	232.099	press	right	None	Press	0	Press
6964	2018-06-05 10:03:20	D02P1	AS0808	232.431	press	fire	None	Press	0	Press
6978	2018-06-05 10:03:20	D02P1	AS0808	232.765	bonus_available	None	None	NewBonus	0	GameEvent
6986	2018-06-05 10:03:20	D02P1	AS0808	232.932	press	thrust	None	Press	0	Press
6989	2018-06-05 10:03:20	D02P1	AS0808	232.965	collide	missile_0	fortress	FortressShot	0	GameEvent
7008	2018-06-05 10:03:20	D02P1	AS0808	233.498	press	pnts	None	Press	0	Press
7010	2018-06-05 10:03:20	D02P1	AS0808	233.499	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
7022	2018-06-05 10:03:20	D02P1	AS0808	233.832	press	thrust	None	Press	0	Press
7039	2018-06-05 10:03:20	D02P1	AS0808	234.232	press	right	None	Press	0	Press
7053	2018-06-05 10:03:20	D02P1	AS0808	234.598	press	fire	None	Press	0	Press
7069	2018-06-05 10:03:20	D02P1	AS0808	234.92	new_mine	foe	None	NewMine	0	GameEvent
7070	2018-06-05 10:03:20	D02P1	AS0808	234.965	press	right	None	Press	0	Press
7078	2018-06-05 10:03:20	D02P1	AS0808	235.099	press	thrust	None	Press	0	Press
7092	2018-06-05 10:03:20	D02P1	AS0808	235.465	press	thrust	None	Press	0	Press
7096	2018-06-05 10:03:20	D02P1	AS0808	235.565	press	right	None	Press	0	Press
7110	2018-06-05 10:03:20	D02P1	AS0808	235.931	press	left	None	Press	0	Press
7125	2018-06-05 10:03:20	D02P1	AS0808	236.232	press	right	None	Press	0	Press
7135	2018-06-05 10:03:20	D02P1	AS0808	236.465	press	fire	None	Press	0	Press
7146	2018-06-05 10:03:20	D02P1	AS0808	236.733	collide	missile_0	fortress	FortressShot	0	GameEvent
7162	2018-06-05 10:03:20	D02P1	AS0808	237.099	press	right	None	Press	0	Press
7175	2018-06-05 10:03:20	D02P1	AS0808	237.499	press	thrust	None	Press	0	Press
7201	2018-06-05 10:03:20	D02P1	AS0808	238.132	press	left	None	Press	0	Press
7214	2018-06-05 10:03:20	D02P1	AS0808	238.432	press	left	None	Press	0	Press
7216	2018-06-05 10:03:20	D02P1	AS0808	238.465	press	thrust	None	Press	0	Press
7232	2018-06-05 10:03:20	D02P1	AS0808	238.899	press	left	None	Press	0	Press
7247	2018-06-05 10:03:20	D02P1	AS0808	239.199	press	left	None	Press	0	Press
7252	2018-06-05 10:03:20	D02P1	AS0808	239.332	press	thrust	None	Press	0	Press
7283	2018-06-05 10:03:20	D02P1	AS0808	240.132	press	iff	None	Press	0	Press
7287	2018-06-05 10:03:20	D02P1	AS0808	240.132	bonus_available	None	None	NewBonus	0	GameEvent
7294	2018-06-05 10:03:20	D02P1	AS0808	240.299	press	iff	None	Press	0	Press
7307	2018-06-05 10:03:20	D02P1	AS0808	240.632	press	thrust	None	Press	0	Press
7310	2018-06-05 10:03:20	D02P1	AS0808	240.699	press	right	None	Press	0	Press
7333	2018-06-05 10:03:20	D02P1	AS0808	241.299	press	fire	None	Press	0	Press
7354	2018-06-05 10:03:20	D02P1	AS0808	241.865	press	fire	None	Press	0	Press
7377	2018-06-05 10:03:20	D02P1	AS0808	242.332	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
7378	2018-06-05 10:03:20	D02P1	AS0808	242.365	press	thrust	None	Press	0	Press
7397	2018-06-05 10:03:20	D02P1	AS0808	242.799	press	left	None	Press	0	Press
7413	2018-06-05 10:03:20	D02P1	AS0808	243.132	press	thrust	None	Press	0	Press
7416	2018-06-05 10:03:20	D02P1	AS0808	243.198	press	left	None	Press	0	Press
7437	2018-06-05 10:03:20	D02P1	AS0808	243.665	press	thrust	None	Press	0	Press
