Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
356	2021-04-01 18:10:44	D04P2	LG0806	11.57	press	thrust	None	Press	0	Press
372	2021-04-01 18:10:44	D04P2	LG0806	12.071	press	right	None	Press	0	Press
397	2021-04-01 18:10:44	D04P2	LG0806	12.704	press	right	None	Press	0	Press
414	2021-04-01 18:10:44	D04P2	LG0806	13.17	press	fire	None	Press	0	Press
439	2021-04-01 18:10:44	D04P2	LG0806	13.804	press	right	None	Press	0	Press
449	2021-04-01 18:10:44	D04P2	LG0806	14.07	press	fire	None	Press	0	Press
451	2021-04-01 18:10:44	D04P2	LG0806	14.104	press	thrust	None	Press	0	Press
512	2021-04-01 18:10:44	D04P2	LG0806	15.67	press	right	None	Press	0	Press
524	2021-04-01 18:10:44	D04P2	LG0806	15.971	press	right	None	Press	0	Press
535	2021-04-01 18:10:44	D04P2	LG0806	16.27	press	fire	None	Press	0	Press
541	2021-04-01 18:10:44	D04P2	LG0806	16.403	press	thrust	None	Press	0	Press
549	2021-04-01 18:10:44	D04P2	LG0806	16.539	new_mine	foe	None	NewMine	0	GameEvent
558	2021-04-01 18:10:44	D04P2	LG0806	16.737	press	left	None	Press	0	Press
583	2021-04-01 18:10:44	D04P2	LG0806	17.437	press	right	None	Press	0	Press
613	2021-04-01 18:10:44	D04P2	LG0806	18.17	press	right	None	Press	0	Press
645	2021-04-01 18:10:44	D04P2	LG0806	19.004	press	right	None	Press	0	Press
655	2021-04-01 18:10:44	D04P2	LG0806	19.269	press	iff	None	Press	0	Press
664	2021-04-01 18:10:44	D04P2	LG0806	19.437	press	iff	None	Press	0	Press
681	2021-04-01 18:10:44	D04P2	LG0806	19.77	press	fire	None	Press	0	Press
689	2021-04-01 18:10:44	D04P2	LG0806	19.971	press	thrust	None	Press	0	Press
698	2021-04-01 18:10:44	D04P2	LG0806	20.238	press	left	None	Press	0	Press
703	2021-04-01 18:10:44	D04P2	LG0806	20.304	collide	tagged_foe_mine	None	FoeMineDestruction	60	Mine
716	2021-04-01 18:10:44	D04P2	LG0806	20.503	press	thrust	None	Press	0	Press
726	2021-04-01 18:10:44	D04P2	LG0806	20.704	press	left	None	Press	0	Press
766	2021-04-01 18:10:44	D04P2	LG0806	21.737	bonus_available	None	None	NewBonus	0	GameEvent
775	2021-04-01 18:10:44	D04P2	LG0806	22.004	collide	shell	3	ShipDamage	-50	Flight
786	2021-04-01 18:10:44	D04P2	LG0806	22.27	press	right	None	Press	0	Press
795	2021-04-01 18:10:44	D04P2	LG0806	22.504	press	fire	None	Press	0	Press
804	2021-04-01 18:10:44	D04P2	LG0806	22.67	press	right	None	Press	0	Press
823	2021-04-01 18:10:44	D04P2	LG0806	23.104	collide	small_hex	ship	FortressCollision	-35	Flight
855	2021-04-01 18:10:44	D04P2	LG0806	23.936	press	thrust	None	Press	0	Press
889	2021-04-01 18:10:44	D04P2	LG0806	24.771	press	right	None	Press	0	Press
897	2021-04-01 18:10:44	D04P2	LG0806	24.97	press	fire	None	Press	0	Press
905	2021-04-01 18:10:44	D04P2	LG0806	25.137	press	thrust	None	Press	0	Press
917	2021-04-01 18:10:44	D04P2	LG0806	25.406	new_mine	friend	None	NewMine	0	GameEvent
924	2021-04-01 18:10:44	D04P2	LG0806	25.604	collide	missile_0	fortress	FortressShot	0	GameEvent
926	2021-04-01 18:10:44	D04P2	LG0806	25.637	press	left	None	Press	0	Press
927	2021-04-01 18:10:44	D04P2	LG0806	25.637	press	thrust	None	Press	0	Press
939	2021-04-01 18:10:44	D04P2	LG0806	25.804	press	thrust	None	Press	0	Press
945	2021-04-01 18:10:44	D04P2	LG0806	25.904	bonus_available	None	None	NewBonus	0	GameEvent
971	2021-04-01 18:10:44	D04P2	LG0806	26.67	press	fire	None	Press	0	Press
991	2021-04-01 18:10:44	D04P2	LG0806	27.136	press	shots	None	Press	0	Press
993	2021-04-01 18:10:44	D04P2	LG0806	27.137	shots_bonus_capture	None	None	ShotsBonusCapture	50	Bonus
1005	2021-04-01 18:10:44	D04P2	LG0806	27.304	collide	friend_mine	None	FriendMineDestruction	50	Mine
1013	2021-04-01 18:10:44	D04P2	LG0806	27.437	press	thrust	None	Press	0	Press
1028	2021-04-01 18:10:44	D04P2	LG0806	27.804	press	right	None	Press	0	Press
1045	2021-04-01 18:10:44	D04P2	LG0806	28.237	press	right	None	Press	0	Press
1080	2021-04-01 18:10:44	D04P2	LG0806	29.204	press	fire	None	Press	0	Press
1090	2021-04-01 18:10:44	D04P2	LG0806	29.436	press	thrust	None	Press	0	Press
1104	2021-04-01 18:10:44	D04P2	LG0806	29.769	collide	missile_0	fortress	FortressShot	0	GameEvent
1117	2021-04-01 18:10:44	D04P2	LG0806	30.07	press	right	None	Press	0	Press
1128	2021-04-01 18:10:44	D04P2	LG0806	30.371	press	thrust	None	Press	0	Press
1155	2021-04-01 18:10:44	D04P2	LG0806	31.036	press	right	None	Press	0	Press
1165	2021-04-01 18:10:44	D04P2	LG0806	31.27	press	fire	None	Press	0	Press
1176	2021-04-01 18:10:44	D04P2	LG0806	31.57	press	thrust	None	Press	0	Press
1197	2021-04-01 18:10:44	D04P2	LG0806	32.037	collide	missile_0	fortress	FortressShot	0	GameEvent
1210	2021-04-01 18:10:44	D04P2	LG0806	32.372	new_mine	friend	None	NewMine	0	GameEvent
1215	2021-04-01 18:10:44	D04P2	LG0806	32.537	press	thrust	None	Press	0	Press
1246	2021-04-01 18:10:44	D04P2	LG0806	33.303	bonus_available	None	None	NewBonus	0	GameEvent
1266	2021-04-01 18:10:44	D04P2	LG0806	33.87	press	fire	None	Press	0	Press
1289	2021-04-01 18:10:44	D04P2	LG0806	34.504	press	pnts	None	Press	0	Press
1291	2021-04-01 18:10:44	D04P2	LG0806	34.504	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1302	2021-04-01 18:10:44	D04P2	LG0806	34.77	press	thrust	None	Press	0	Press
1306	2021-04-01 18:10:44	D04P2	LG0806	34.869	press	right	None	Press	0	Press
1344	2021-04-01 18:10:44	D04P2	LG0806	35.836	press	left	None	Press	0	Press
1346	2021-04-01 18:10:44	D04P2	LG0806	35.837	warp	left	None	BorderCrossing	-35	Flight
1351	2021-04-01 18:10:44	D04P2	LG0806	35.903	press	thrust	None	Press	0	Press
1367	2021-04-01 18:10:44	D04P2	LG0806	36.27	warp	right	None	BorderCrossing	-35	Flight
1374	2021-04-01 18:10:44	D04P2	LG0806	36.404	press	left	None	Press	0	Press
1389	2021-04-01 18:10:44	D04P2	LG0806	36.804	press	right	None	Press	0	Press
1423	2021-04-01 18:10:44	D04P2	LG0806	37.703	press	fire	None	Press	0	Press
1447	2021-04-01 18:10:44	D04P2	LG0806	38.304	press	thrust	None	Press	0	Press
1460	2021-04-01 18:10:44	D04P2	LG0806	38.637	press	right	None	Press	0	Press
1479	2021-04-01 18:10:44	D04P2	LG0806	39.037	press	right	None	Press	0	Press
1496	2021-04-01 18:10:44	D04P2	LG0806	39.504	press	fire	None	Press	0	Press
1510	2021-04-01 18:10:44	D04P2	LG0806	39.87	press	left	None	Press	0	Press
1514	2021-04-01 18:10:44	D04P2	LG0806	39.904	collide	friend_mine	None	FriendMineDestruction	50	Mine
1526	2021-04-01 18:10:44	D04P2	LG0806	40.037	press	thrust	None	Press	0	Press
1553	2021-04-01 18:10:44	D04P2	LG0806	40.804	press	fire	None	Press	0	Press
1590	2021-04-01 18:10:44	D04P2	LG0806	41.804	press	right	None	Press	0	Press
1602	2021-04-01 18:10:44	D04P2	LG0806	42.036	press	fire	None	Press	0	Press
1611	2021-04-01 18:10:44	D04P2	LG0806	42.271	press	thrust	None	Press	0	Press
1628	2021-04-01 18:10:44	D04P2	LG0806	42.77	collide	missile_1	fortress	FortressShot	0	GameEvent
1645	2021-04-01 18:10:44	D04P2	LG0806	43.104	press	right	None	Press	0	Press
1672	2021-04-01 18:10:44	D04P2	LG0806	43.903	press	left	None	Press	0	Press
1690	2021-04-01 18:10:44	D04P2	LG0806	44.336	press	right	None	Press	0	Press
1700	2021-04-01 18:10:44	D04P2	LG0806	44.571	press	thrust	None	Press	0	Press
1717	2021-04-01 18:10:44	D04P2	LG0806	45.005	new_mine	friend	None	NewMine	0	GameEvent
1731	2021-04-01 18:10:44	D04P2	LG0806	45.304	press	right	None	Press	0	Press
1747	2021-04-01 18:10:44	D04P2	LG0806	45.771	press	fire	None	Press	0	Press
1775	2021-04-01 18:10:44	D04P2	LG0806	46.436	press	right	None	Press	0	Press
1778	2021-04-01 18:10:44	D04P2	LG0806	46.47	collide	missile_0	fortress	FortressShot	0	GameEvent
1792	2021-04-01 18:10:44	D04P2	LG0806	46.836	press	fire	None	Press	0	Press
1800	2021-04-01 18:10:44	D04P2	LG0806	47.003	press	thrust	None	Press	0	Press
1833	2021-04-01 18:10:44	D04P2	LG0806	47.87	collide	friend_mine	None	FriendMineDestruction	50	Mine
1862	2021-04-01 18:10:44	D04P2	LG0806	48.537	press	thrust	None	Press	0	Press
1882	2021-04-01 18:10:44	D04P2	LG0806	49.069	press	left	None	Press	0	Press
1909	2021-04-01 18:10:44	D04P2	LG0806	49.804	press	right	None	Press	0	Press
1931	2021-04-01 18:10:44	D04P2	LG0806	50.303	press	right	None	Press	0	Press
1940	2021-04-01 18:10:44	D04P2	LG0806	50.537	press	fire	None	Press	0	Press
1963	2021-04-01 18:10:44	D04P2	LG0806	51.137	collide	missile_0	fortress	FortressShot	0	GameEvent
1972	2021-04-01 18:10:44	D04P2	LG0806	51.304	press	left	None	Press	0	Press
1981	2021-04-01 18:10:44	D04P2	LG0806	51.537	press	thrust	None	Press	0	Press
1996	2021-04-01 18:10:44	D04P2	LG0806	51.97	press	right	None	Press	0	Press
2035	2021-04-01 18:10:44	D04P2	LG0806	52.972	new_mine	friend	None	NewMine	0	GameEvent
2036	2021-04-01 18:10:44	D04P2	LG0806	53.004	press	right	None	Press	0	Press
2054	2021-04-01 18:10:44	D04P2	LG0806	53.404	press	thrust	None	Press	0	Press
2087	2021-04-01 18:10:44	D04P2	LG0806	54.303	press	fire	None	Press	0	Press
2102	2021-04-01 18:10:44	D04P2	LG0806	54.704	press	right	None	Press	0	Press
2117	2021-04-01 18:10:44	D04P2	LG0806	55.103	press	right	None	Press	0	Press
2149	2021-04-01 18:10:44	D04P2	LG0806	55.97	press	thrust	None	Press	0	Press
2168	2021-04-01 18:10:44	D04P2	LG0806	56.37	press	fire	None	Press	0	Press
2215	2021-04-01 18:10:44	D04P2	LG0806	57.67	press	shots	None	Press	0	Press
2217	2021-04-01 18:10:44	D04P2	LG0806	57.67	shots_bonus_failure	None	None	BonusFailure	-50	Bonus
2231	2021-04-01 18:10:44	D04P2	LG0806	58.071	press	thrust	None	Press	0	Press
2253	2021-04-01 18:10:44	D04P2	LG0806	58.57	press	right	None	Press	0	Press
2266	2021-04-01 18:10:44	D04P2	LG0806	58.87	press	fire	None	Press	0	Press
2290	2021-04-01 18:10:44	D04P2	LG0806	59.403	collide	friend_mine	None	FriendMineDestruction	50	Mine
2307	2021-04-01 18:10:44	D04P2	LG0806	59.804	press	fire	None	Press	0	Press
