Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
1761	2018-06-07 12:09:44	D04P1	LM2411	58.471	press	thrust	None	Press	0	Press
1787	2018-06-07 12:09:44	D04P1	LM2411	59.104	press	right	None	Press	0	Press
1818	2018-06-07 12:09:44	D04P1	LM2411	59.938	press	thrust	None	Press	0	Press
1834	2018-06-07 12:09:44	D04P1	LM2411	60.404	press	right	None	Press	0	Press
1844	2018-06-07 12:09:44	D04P1	LM2411	60.671	press	right	None	Press	0	Press
1848	2018-06-07 12:09:44	D04P1	LM2411	60.681	bonus_available	None	None	NewBonus	0	GameEvent
1881	2018-06-07 12:09:44	D04P1	LM2411	61.638	press	thrust	None	Press	0	Press
1929	2018-06-07 12:09:44	D04P1	LM2411	62.853	new_mine	foe	None	NewMine	0	GameEvent
1954	2018-06-07 12:09:44	D04P1	LM2411	63.57	press	shots	None	Press	0	Press
1956	2018-06-07 12:09:44	D04P1	LM2411	63.571	shots_bonus_failure	None	None	BonusFailure	-50	Bonus
1978	2018-06-07 12:09:44	D04P1	LM2411	64.071	press	thrust	None	Press	0	Press
1990	2018-06-07 12:09:44	D04P1	LM2411	64.438	press	right	None	Press	0	Press
2004	2018-06-07 12:09:44	D04P1	LM2411	64.804	press	right	None	Press	0	Press
2015	2018-06-07 12:09:44	D04P1	LM2411	65.006	press	right	None	Press	0	Press
2026	2018-06-07 12:09:44	D04P1	LM2411	65.272	press	right	None	Press	0	Press
2038	2018-06-07 12:09:44	D04P1	LM2411	65.604	press	fire	None	Press	0	Press
2047	2018-06-07 12:09:44	D04P1	LM2411	65.805	press	right	None	Press	0	Press
2060	2018-06-07 12:09:44	D04P1	LM2411	66.073	press	right	None	Press	0	Press
2067	2018-06-07 12:09:44	D04P1	LM2411	66.204	collide	missile_0	fortress	FortressShot	0	GameEvent
2076	2018-06-07 12:09:44	D04P1	LM2411	66.438	press	right	None	Press	0	Press
2101	2018-06-07 12:09:44	D04P1	LM2411	67.071	press	thrust	None	Press	0	Press
2123	2018-06-07 12:09:44	D04P1	LM2411	67.671	warp	right	None	BorderCrossing	-35	Flight
2141	2018-06-07 12:09:44	D04P1	LM2411	68.038	bonus_available	None	None	NewBonus	0	GameEvent
2169	2018-06-07 12:09:44	D04P1	LM2411	68.903	press	right	None	Press	0	Press
2192	2018-06-07 12:09:44	D04P1	LM2411	69.472	press	thrust	None	Press	0	Press
2222	2018-06-07 12:09:44	D04P1	LM2411	70.27	press	right	None	Press	0	Press
2249	2018-06-07 12:09:44	D04P1	LM2411	71.005	press	right	None	Press	0	Press
2270	2018-06-07 12:09:44	D04P1	LM2411	71.506	press	thrust	None	Press	0	Press
2304	2018-06-07 12:09:44	D04P1	LM2411	72.404	press	fire	None	Press	0	Press
2325	2018-06-07 12:09:44	D04P1	LM2411	72.871	timeout	mine	None	MineExtinction	-50	Mine
2338	2018-06-07 12:09:44	D04P1	LM2411	73.171	press	right	None	Press	0	Press
2354	2018-06-07 12:09:44	D04P1	LM2411	73.537	press	thrust	None	Press	0	Press
2360	2018-06-07 12:09:44	D04P1	LM2411	73.704	press	fire	None	Press	0	Press
2399	2018-06-07 12:09:44	D04P1	LM2411	74.738	press	right	None	Press	0	Press
2423	2018-06-07 12:09:44	D04P1	LM2411	75.337	press	fire	None	Press	0	Press
2448	2018-06-07 12:09:44	D04P1	LM2411	76.005	collide	missile_0	fortress	FortressShot	0	GameEvent
2460	2018-06-07 12:09:44	D04P1	LM2411	76.271	press	right	None	Press	0	Press
2473	2018-06-07 12:09:44	D04P1	LM2411	76.571	press	fire	None	Press	0	Press
2487	2018-06-07 12:09:44	D04P1	LM2411	76.904	collide	missile_0	fortress	FortressShot	0	GameEvent
2492	2018-06-07 12:09:44	D04P1	LM2411	77.005	collide	shell	2	ShipDamage	-50	Flight
2508	2018-06-07 12:09:44	D04P1	LM2411	77.304	collide	small_hex	ship	FortressCollision	-35	Flight
2524	2018-06-07 12:09:44	D04P1	LM2411	77.738	press	thrust	None	Press	0	Press
2533	2018-06-07 12:09:44	D04P1	LM2411	77.955	new_mine	foe	None	NewMine	0	GameEvent
2536	2018-06-07 12:09:44	D04P1	LM2411	78.038	press	right	None	Press	0	Press
2540	2018-06-07 12:09:44	D04P1	LM2411	78.137	press	fire	None	Press	0	Press
2579	2018-06-07 12:09:44	D04P1	LM2411	79.172	press	thrust	None	Press	0	Press
2584	2018-06-07 12:09:44	D04P1	LM2411	79.205	press	left	None	Press	0	Press
2597	2018-06-07 12:09:44	D04P1	LM2411	79.504	press	left	None	Press	0	Press
2610	2018-06-07 12:09:44	D04P1	LM2411	79.838	press	left	None	Press	0	Press
2632	2018-06-07 12:09:44	D04P1	LM2411	80.338	press	thrust	None	Press	0	Press
2644	2018-06-07 12:09:44	D04P1	LM2411	80.67	press	fire	None	Press	0	Press
2664	2018-06-07 12:09:44	D04P1	LM2411	81.237	press	left	None	Press	0	Press
2675	2018-06-07 12:09:44	D04P1	LM2411	81.405	collide	missile_0	fortress	FortressShot	0	GameEvent
2695	2018-06-07 12:09:44	D04P1	LM2411	81.971	press	thrust	None	Press	0	Press
2720	2018-06-07 12:09:44	D04P1	LM2411	82.604	press	fire	None	Press	0	Press
2740	2018-06-07 12:09:44	D04P1	LM2411	83.172	press	thrust	None	Press	0	Press
2762	2018-06-07 12:09:44	D04P1	LM2411	83.671	press	thrust	None	Press	0	Press
2782	2018-06-07 12:09:44	D04P1	LM2411	84.172	press	fire	None	Press	0	Press
2803	2018-06-07 12:09:44	D04P1	LM2411	84.637	press	fire	None	Press	0	Press
2806	2018-06-07 12:09:44	D04P1	LM2411	84.647	collide	mine_0	ship	ShipDamage	-50	Flight
2829	2018-06-07 12:09:44	D04P1	LM2411	85.171	press	fire	None	Press	0	Press
