Date	Session	Pseudo	system_time	e1	e2	e3	Type	Point	Group
418	2021-03-17 13:42:55	D03P1	SA2706	13.838	press	right	None	Press	0	Press
423	2021-03-17 13:42:55	D03P1	SA2706	13.937	press	thrust	None	Press	0	Press
457	2021-03-17 13:42:55	D03P1	SA2706	14.838	press	thrust	None	Press	0	Press
469	2021-03-17 13:42:55	D03P1	SA2706	15.172	press	right	None	Press	0	Press
495	2021-03-17 13:42:55	D03P1	SA2706	15.839	press	right	None	Press	0	Press
512	2021-03-17 13:42:55	D03P1	SA2706	16.337	press	thrust	None	Press	0	Press
536	2021-03-17 13:42:55	D03P1	SA2706	16.904	press	right	None	Press	0	Press
547	2021-03-17 13:42:55	D03P1	SA2706	17.204	press	fire	None	Press	0	Press
558	2021-03-17 13:42:55	D03P1	SA2706	17.374	new_mine	friend	None	NewMine	0	GameEvent
568	2021-03-17 13:42:55	D03P1	SA2706	17.604	press	thrust	None	Press	0	Press
582	2021-03-17 13:42:55	D03P1	SA2706	17.937	collide	missile_0	fortress	FortressShot	0	GameEvent
583	2021-03-17 13:42:55	D03P1	SA2706	17.971	press	right	None	Press	0	Press
613	2021-03-17 13:42:55	D03P1	SA2706	18.704	press	fire	None	Press	0	Press
644	2021-03-17 13:42:55	D03P1	SA2706	19.504	collide	missile_0	fortress	FortressShot	0	GameEvent
649	2021-03-17 13:42:55	D03P1	SA2706	19.639	press	fire	None	Press	0	Press
657	2021-03-17 13:42:55	D03P1	SA2706	19.771	collide	friend_mine	None	FriendMineDestruction	50	Mine
671	2021-03-17 13:42:55	D03P1	SA2706	20.105	press	fire	None	Press	0	Press
681	2021-03-17 13:42:55	D03P1	SA2706	20.337	press	right	None	Press	0	Press
697	2021-03-17 13:42:55	D03P1	SA2706	20.671	press	fire	None	Press	0	Press
725	2021-03-17 13:42:55	D03P1	SA2706	21.472	press	thrust	None	Press	0	Press
734	2021-03-17 13:42:55	D03P1	SA2706	21.604	collide	missile_1	fortress	FortressShot	0	GameEvent
762	2021-03-17 13:42:55	D03P1	SA2706	22.438	press	right	None	Press	0	Press
783	2021-03-17 13:42:55	D03P1	SA2706	22.905	press	right	None	Press	0	Press
790	2021-03-17 13:42:55	D03P1	SA2706	23.037	press	fire	None	Press	0	Press
822	2021-03-17 13:42:55	D03P1	SA2706	23.904	collide	missile_0	fortress	FortressShot	0	GameEvent
827	2021-03-17 13:42:55	D03P1	SA2706	23.973	press	fire	None	Press	0	Press
833	2021-03-17 13:42:55	D03P1	SA2706	24.104	press	right	None	Press	0	Press
853	2021-03-17 13:42:55	D03P1	SA2706	24.604	press	right	None	Press	0	Press
865	2021-03-17 13:42:55	D03P1	SA2706	24.872	press	thrust	None	Press	0	Press
867	2021-03-17 13:42:55	D03P1	SA2706	24.874	new_mine	friend	None	NewMine	0	GameEvent
897	2021-03-17 13:42:55	D03P1	SA2706	25.671	press	right	None	Press	0	Press
918	2021-03-17 13:42:55	D03P1	SA2706	26.204	press	fire	None	Press	0	Press
951	2021-03-17 13:42:55	D03P1	SA2706	27.071	press	right	None	Press	0	Press
972	2021-03-17 13:42:55	D03P1	SA2706	27.639	press	fire	None	Press	0	Press
988	2021-03-17 13:42:55	D03P1	SA2706	27.938	collide	friend_mine	None	FriendMineDestruction	50	Mine
999	2021-03-17 13:42:55	D03P1	SA2706	28.105	press	fire	None	Press	0	Press
1009	2021-03-17 13:42:55	D03P1	SA2706	28.338	press	thrust	None	Press	0	Press
1048	2021-03-17 13:42:55	D03P1	SA2706	29.372	press	right	None	Press	0	Press
1065	2021-03-17 13:42:55	D03P1	SA2706	29.737	press	right	None	Press	0	Press
1078	2021-03-17 13:42:55	D03P1	SA2706	30.105	press	thrust	None	Press	0	Press
1097	2021-03-17 13:42:55	D03P1	SA2706	30.604	press	right	None	Press	0	Press
1165	2021-03-17 13:42:55	D03P1	SA2706	32.471	press	fire	None	Press	0	Press
1184	2021-03-17 13:42:55	D03P1	SA2706	32.938	press	right	None	Press	0	Press
1189	2021-03-17 13:42:55	D03P1	SA2706	33.006	new_mine	friend	None	NewMine	0	GameEvent
1202	2021-03-17 13:42:55	D03P1	SA2706	33.337	press	thrust	None	Press	0	Press
1233	2021-03-17 13:42:55	D03P1	SA2706	34.139	bonus_available	None	None	NewBonus	0	GameEvent
1235	2021-03-17 13:42:55	D03P1	SA2706	34.204	press	fire	None	Press	0	Press
1245	2021-03-17 13:42:55	D03P1	SA2706	34.371	collide	friend_mine	None	FriendMineDestruction	50	Mine
1268	2021-03-17 13:42:55	D03P1	SA2706	34.837	press	pnts	None	Press	0	Press
1270	2021-03-17 13:42:55	D03P1	SA2706	34.837	pnts_bonus_capture	None	None	PointsBonusCapture	100	Bonus
1289	2021-03-17 13:42:55	D03P1	SA2706	35.404	press	right	None	Press	0	Press
1300	2021-03-17 13:42:55	D03P1	SA2706	35.671	press	thrust	None	Press	0	Press
1321	2021-03-17 13:42:55	D03P1	SA2706	36.171	press	right	None	Press	0	Press
1340	2021-03-17 13:42:55	D03P1	SA2706	36.704	press	fire	None	Press	0	Press
1373	2021-03-17 13:42:55	D03P1	SA2706	37.538	press	fire	None	Press	0	Press
1384	2021-03-17 13:42:55	D03P1	SA2706	37.838	press	right	None	Press	0	Press
1390	2021-03-17 13:42:55	D03P1	SA2706	37.871	press	thrust	None	Press	0	Press
1434	2021-03-17 13:42:55	D03P1	SA2706	39.071	press	right	None	Press	0	Press
1446	2021-03-17 13:42:55	D03P1	SA2706	39.371	press	pnts	None	Press	0	Press
1448	2021-03-17 13:42:55	D03P1	SA2706	39.371	pnts_bonus_failure	None	None	BonusFailure	-50	Bonus
1453	2021-03-17 13:42:55	D03P1	SA2706	39.439	new_mine	friend	None	NewMine	0	GameEvent
1463	2021-03-17 13:42:55	D03P1	SA2706	39.704	press	right	None	Press	0	Press
1479	2021-03-17 13:42:55	D03P1	SA2706	40.071	press	right	None	Press	0	Press
1491	2021-03-17 13:42:55	D03P1	SA2706	40.338	press	right	None	Press	0	Press
1507	2021-03-17 13:42:55	D03P1	SA2706	40.738	press	fire	None	Press	0	Press
1539	2021-03-17 13:42:55	D03P1	SA2706	41.604	press	fire	None	Press	0	Press
1563	2021-03-17 13:42:55	D03P1	SA2706	42.138	press	right	None	Press	0	Press
1573	2021-03-17 13:42:55	D03P1	SA2706	42.405	press	thrust	None	Press	0	Press
1613	2021-03-17 13:42:55	D03P1	SA2706	43.471	press	right	None	Press	0	Press
1641	2021-03-17 13:42:55	D03P1	SA2706	44.171	press	fire	None	Press	0	Press
1651	2021-03-17 13:42:55	D03P1	SA2706	44.438	press	right	None	Press	0	Press
1666	2021-03-17 13:42:55	D03P1	SA2706	44.838	press	fire	None	Press	0	Press
1679	2021-03-17 13:42:55	D03P1	SA2706	45.104	press	right	None	Press	0	Press
1701	2021-03-17 13:42:55	D03P1	SA2706	45.672	collide	missile_1	fortress	FortressShot	0	GameEvent
1709	2021-03-17 13:42:55	D03P1	SA2706	45.871	press	left	None	Press	0	Press
1725	2021-03-17 13:42:55	D03P1	SA2706	46.238	press	fire	None	Press	0	Press
1738	2021-03-17 13:42:55	D03P1	SA2706	46.572	press	thrust	None	Press	0	Press
1778	2021-03-17 13:42:55	D03P1	SA2706	47.638	press	thrust	None	Press	0	Press
1792	2021-03-17 13:42:55	D03P1	SA2706	47.971	press	right	None	Press	0	Press
1805	2021-03-17 13:42:55	D03P1	SA2706	48.237	press	fire	None	Press	0	Press
1840	2021-03-17 13:42:55	D03P1	SA2706	49.105	press	fire	None	Press	0	Press
1854	2021-03-17 13:42:55	D03P1	SA2706	49.438	timeout	mine	None	MineExtinction	-50	Mine
1858	2021-03-17 13:42:55	D03P1	SA2706	49.537	press	thrust	None	Press	0	Press
1871	2021-03-17 13:42:55	D03P1	SA2706	49.838	bonus_available	None	None	NewBonus	0	GameEvent
1896	2021-03-17 13:42:55	D03P1	SA2706	50.472	press	right	None	Press	0	Press
1903	2021-03-17 13:42:55	D03P1	SA2706	50.638	press	fire	None	Press	0	Press
1911	2021-03-17 13:42:55	D03P1	SA2706	50.838	press	pnts	None	Press	0	Press
