Time;Channel 1;Channel 2
301,5;-13,81271217;-28,01117444
301,6;-14,33204362;-28,33147286
301,7;-14,82166257;-28,62726782
301,8;-15,28107148;-28,89839075
301,9;-15,70985161;-29,14472364
302;-16,10766375;-29,36619898
302,1;-16,47424873;-29,56279951
302,2;-16,80942767;-29,7345578
302,3;-17,11310196;-29,88155575
302,4;-17,38525297;-30,00392388
302,5;-17,62594157;-30,10184058
302,6;-17,8353073;-30,1755311
302,7;-18,01356734;-30,22526649
302,8;-18,16101519;-30,25136244
302,9;-18,27801918;-30,25417785
303;-18,36502063;-30,23411347
303,1;-18,42253186;-30,19161024
303,2;-18,45113398;-30,12714766
303,3;-18,45147435;-30,04124198
303,4;-18,42426402;-29,93444427
303,5;-18,3702748;-29,80733849
303,6;-18,29033624;-29,66053937
303,7;-18,18533246;-29,49469025
303,8;-18,05619871;-29,31046089
303,9;-17,90391793;-29,10854514
304;-17,72951709;-28,88965858
304,1;-17,53406341;-28,65453616
304,2;-17,31866057;-28,40392973
304,3;-17,08444473;-28,13860557
304,4;-16,83258056;-27,8593419
304,5;-16,56425714;-27,56692635
304,6;-16,28068391;-27,26215345
304,7;-15,98308656;-26,94582213
304,8;-15,67270286;-26,61873317
304,9;-15,35077863;-26,28168675
305;-15,01856357;-25,93547997
305,1;-14,67730729;-25,58090443
305,2;-14,32825533;-25,21874387
305,3;-13,97264517;-24,84977181
305,4;-13,61170249;-24,47474935
305,5;-13,24663741;-24,09442291
305,6;-12,87864086;-23,70952214
305,7;-12,50888111;-23,32075793
305,8;-12,13850044;-22,92882043
305,9;-11,7686119;-22,53437721
306;-11,40029632;-22,13807158
306,1;-11,03459944;-21,74052091
306,2;-10,67252924;-21,3423152
306,3;-10,31505343;-20,94401564
306,4;-9,96309721;-20,54615343
306,5;-9,617541167;-20,14922862
306,6;-9,279219426;-19,75370914
306,7;-8,948918016;-19,36003002
306,8;-8,627373453;-18,96859266
306,9;-8,315271561;-18,57976428
307;-8,013246511;-18,19387757
307,1;-7,721880104;-17,81123045
307,2;-7,441701264;-17,43208591
307,3;-7,173185768;-17,05667217
307,4;-6,916756194;-16,68518276
307,5;-6,672782088;-16,31777697
307,6;-6,441580345;-15,95458027
307,7;-6,223415798;-15,59568496
307,8;-6,018502003;-15,24115093
307,9;-5,827002219;-14,89100654
308;-5,649030567;-14,54524964
308,1;-5,484653359;-14,20384871
308,2;-5,333890581;-13,8667441
308,3;-5,196717525;-13,53384937
308,4;-5,073066556;-13,20505275
308,5;-4,962828998;-12,88021868
308,6;-4,865857133;-12,55918942
308,7;-4,781966292;-12,24178672
308,8;-4,710937035;-11,92781365
308,9;-4,652517401;-11,61705634
309;-4,606425213;-11,3092859
309,1;-4,572350426;-11,0042603
309,2;-4,549957505;-10,7017263
309,3;-4,538887826;-10,40142144
309,4;-4,538762072;-10,10307595
309,5;-4,549182631;-9,806414774
309,6;-4,569735968;-9,511159509
309,7;-4,599994977;-9,217030358
309,8;-4,639521278;-8,923748051
309,9;-4,68786747;-8,631035749
310;-4,74457932;-8,338620885
310,1;-4,809197874;-8,046236969
310,2;-4,881261488;-7,753625332
310,3;-4,960307768;-7,460536803
310,4;-5,045875419;-7,166733316
310,5;-5,137505977;-6,871989435
310,6;-5,23474545;-6,576093801
310,7;-5,337145829;-6,27885048
310,8;-5,444266488;-5,980080222
310,9;-5,555675456;-5,679621611
311;-5,670950559;-5,377332114
311,1;-5,789680437;-5,07308901
311,2;-5,911465415;-4,76679021
311,3;-6,035918254;-4,458354957
311,4;-6,162664753;-4,147724401
311,5;-6,291344226;-3,83486205
311,6;-6,421609841;-3,519754105
311,7;-6,553128826;-3,202409656
311,8;-6,685582546;-2,882860757
311,9;-6,818666446;-2,561162379
312;-6,952089874;-2,237392218
312,1;-7,085575772;-1,911650396
312,2;-7,218860258;-1,58405902
312,3;-7,351692088;-1,254761627
312,4;-7,483832015;-0,923922509
312,5;-7,615052054;-0,591725915
312,6;-7,745134646;-0,258375149
312,7;-7,873871748;0,075908446
312,8;-8,001063843;0,410886602
312,9;-8,126518885;0,746305339
313;-8,250051185;1,081896271
313,1;-8,371480253;1,417377987
313,2;-8,490629605;1,752457519
313,3;-8,607325538;2,086831869
313,4;-8,721395902;2,420189601
313,5;-8,832668855;2,752212476
313,6;-8,940971636;3,082577139
313,7;-9,046129346;3,410956836
313,8;-9,147963759;3,737023148
313,9;-9,246292172;4,060447754
314;-9,340926299;4,380904188
314,1;-9,43167122;4,698069598
314,2;-9,518324405;5,011626487
314,3;-9,600674806;5,321264436
314,4;-9,678502041;5,626681786
314,5;-9,751575664;5,927587283
314,6;-9,819654535;6,223701671
314,7;-9,882486295;6,514759228
314,8;-9,939806946;6,800509236
314,9;-9,991340547;7,080717376
315;-10,03679902;7,355167038
315,1;-10,07588209;7,623660556
315,2;-10,10827732;7,88602033
315,3;-10,13366031;8,142089861
315,4;-10,15169499;8,391734671
315,5;-10,16203407;8,634843114
315,6;-10,16431957;8,87132707
315,7;-10,15818351;9,101122521
315,8;-10,14324874;9,324190005
315,9;-10,11912981;9,540514937
316;-10,08543408;9,750107817
316,1;-10,04176283;9,953004291
316,2;-9,987712539;10,1492651
316,3;-9,922876262;10,33897588
316,4;-9,846845105;10,52224685
316,5;-9,759209794;10,69921235
316,6;-9,659562324;10,8700303
316,7;-9,5474977;11,03488145
316,8;-9,422615747;11,1939686
316,9;-9,284522987;11,34751563
317;-9,132834578;11,4957665
317,1;-8,967176305;11,63898399
317,2;-8,787186617;11,77744853
317,3;-8,592518692;11,91145674
317,4;-8,382842536;12,04132002
317,5;-8,157847092;12,16736298
317,6;-7,917242356;12,28992179
317,7;-7,660761485;12,40934247
317,8;-7,388162896;12,52597914
317,9;-7,099232334;12,64019219
318;-6,793784912;12,75234638
318,1;-6,471667096;12,86280892
318,2;-6,132758643;12,97194756
318,3;-5,776974457;13,0801286
318,4;-5,404266381;13,18771493
318,5;-5,014624881;13,29506404
318,6;-4,608080649;13,40252609
318,7;-4,184706073;13,51044193
318,8;-3,744616609;13,61914126
318,9;-3,287972012;13,7289407
319;-2,814977435;13,84014204
319,1;-2,325884384;13,95303044
319,2;-1,820991518;14,06787279
319,3;-1,300645295;14,18491607
319,4;-0,765240448;14,3043859
319,5;-0,215220296;14,42648506
319,6;0,34892312;14,55139225
319,7;0,926649075;14,67926084
319,8;1,517368389;14,81021781
319,9;2,120443819;14,94436278
320;2,735190656;15,08176721
320,1;3,360877493;15,22247367
320,2;3,99672719;15,36649529
320,3;4,641918019;15,51381534
320,4;5,295584996;15,66438695
320,5;5,956821393;15,81813296
320,6;6,624680436;15,97494592
320,7;7,298177172;16,13468824
320,8;7,976290514;16,29719245
320,9;8,657965446;16,46226163
321;9,342115401;16,62966993
321,1;10,02762479;16,79916328
321,2;10,71335166;16,97046016
321,3;11,39813056;17,14325253
321,4;12,08077542;17,31720685
321,5;12,76008267;17,49196524
321,6;13,43483438;17,66714668
321,7;14,10380158;17,84234834
321,8;14,76574753;18,01714701
321,9;15,41943124;18,19110055
322;16,06361088;18,36374947
322,1;16,69704737;18,53461854
322,2;17,3185079;18,70321843
322,3;17,92676957;18,86904746
322,4;18,52062289;19,03159337
322,5;19,09887544;19,19033506
322,6;19,66035538;19,34474446
322,7;20,20391497;19,49428837
322,8;20,72843404;19,63843032
322,9;21,23282338;19,77663243
323;21,71602805;19,90835734
323,1;22,17703064;20,03307005
323,2;22,61485434;20,1502398
323,3;23,02856597;20,259342
323,4;23,41727886;20,35985999
323,5;23,78015557;20,45128695
323,6;24,11641049;20,53312764
323,7;24,42531225;20,60490023
323,8;24,70618602;20,66613798
323,9;24,95841556;20,71639097
324;25,18144516;20,75522773
324,1;25,37478135;20,78223682
324,2;25,53799447;20,79702836
324,3;25,67071994;20,79923552
324,4;25,77265948;20,78851589
324,5;25,84358201;20,76455283
324,6;25,88332441;20,72705669
324,7;25,89179206;20,67576603
324,8;25,8689592;20,61044866
324,9;25,81486903;20,53090264
325;25,72963372;20,43695725
325,1;25,61343413;20,32847375
325,2;25,46651937;20,20534614
325,3;25,28920621;20,06750181
325,4;25,08187827;19,91490205
325,5;24,84498502;19,74754251
325,6;24,57904065;19,56545355
325,7;24,28462277;19,36870047
325,8;23,9623709;19,15738369
325,9;23,61298486;18,93163879
326;23,237223;18,69163642
326,1;22,83590026;18,43758223
326,2;22,40988613;18,16971654
326,3;21,96010246;17,88831403
326,4;21,48752113;17,59368326
326,5;20,99316165;17,28616615
326,6;20,47808858;16,96613728
326,7;19,9434089;16,63400314
326,8;19,39026927;16,29020129
326,9;18,81985314;15,93519936
327;18,23337784;15,56949403
327,1;17,63209154;15,19360984
327,2;17,01727017;14,80809795
327,3;16,39021421;14,41353481
327,4;15,75224548;14,01052069
327,5;15,10470381;13,59967818
327,6;14,44894373;13,18165059
327,7;13,78633106;12,75710027
327,8;13,11823946;12,32670684
327,9;12,44604698;11,89116539
328;11,77113257;11,45118453
328,1;11,09487256;11,00748452
328,2;10,41863714;10,56079517
328,3;9,743786846;10,11185386
328,4;9,071669043;9,66140336
328,5;8,403614399;9,210189757
328,6;7,74093342;8,758960226
328,7;7,084912981;8,308460853
328,8;6,436812915;7,859434406
328,9;5,797862633;7,412618103
329;5,169257806;6,968741368
329,1;4,552157117;6,528523598
329,2;3,947679078;6,092671931
329,3;3,356898946;5,661879043
329,4;2,780845731;5,236820961
329,5;2,220499314;4,818154925
329,6;1,676787682;4,406517285
329,7;1,150584298;4,002521448
329,8;0,642705602;3,606755894
329,9;0,153908668;3,219782251
330;-0,315110981;2,842133452
330,1;-0,763721385;2,474311972
330,2;-1,191355981;2,116788163
330,3;-1,597515241;1,769998686
330,4;-1,981768111;1,434345056
330,5;-2,343753242;1,110192299
330,6;-2,683180004;0,797867732
330,7;-2,999829269;0,497659872
330,8;-3,293553978;0,209817484
330,9;-3,564279462;-0,065451242
331;-3,81200352;-0,327979358
331,1;-4,036796264;-0,577641685
331,2;-4,2387997;-0,814355177
331,3;-4,41822707;-1,038079139
331,4;-4,575361941;-1,248815281
331,5;-4,710557034;-1,446607611
331,6;-4,82423282;-1,631542169
331,7;-4,916875853;-1,8037466
331,8;-4,98903687;-1,963389567
331,9;-5,041328647;-2,110679998
332;-5,074423622;-2,24586618
332,1;-5,089051286;-2,369234693
332,2;-5,085995356;-2,481109187
332,3;-5,066090742;-2,581849016
332,4;-5,030220299;-2,671847716
332,5;-4,979311402;-2,75153135
332,6;-4,914332338;-2,821356717
332,7;-4,836288528;-2,881809425
332,8;-4,746218604;-2,933401848
332,9;-4,645190342;-2,976670967
333;-4,534296469;-3,012176096
333,1;-4,414650366;-3,040496512
333,2;-4,287381675;-3,062228993
333,3;-4,153631834;-3,077985273
333,4;-4,014549553;-3,088389425
333,5;-3,871286257;-3,094075183
333,6;-3,724991503;-3,09568321
333,7;-3,576808408;-3,093858332
333,8;-3,427869083;-3,089246734
333,9;-3,279290113;-3,082493147
334;-3,132168093;-3,074238023
334,1;-2,987575239;-3,065114718
334,2;-2,846555097;-3,055746692
334,3;-2,710118363;-3,04674474
334,4;-2,579238844;-3,038704266
334,5;-2,45484957;-3,032202614
334,6;-2,337839068;-3,027796461
334,7;-2,229047836;-3,026019292
334,8;-2,129265006;-3,027378966
334,9;-2,039225232;-3,032355375
335;-1,959605806;-3,041398224
335,1;-1,891024021;-3,05492493
335,2;-1,834034794;-3,073318652
335,3;-1,789128555;-3,096926465
335,4;-1,756729417;-3,12605769
335,5;-1,737193642;-3,160982375
335,6;-1,730808388;-3,201929952
335,7;-1,737790766;-3,249088064
335,8;-1,758287199;-3,302601567
335,9;-1,79237308;-3,36257172
336;-1,840052742;-3,429055561
336,1;-1,901259732;-3,502065473
336,2;-1,97585739;-3,581568943
336,3;-2,063639726;-3,667488519
336,4;-2,164332596;-3,759701954
336,5;-2,277595163;-3,858042551
336,6;-2,40302164;-3,962299697
336,7;-2,540143299;-4,072219578
336,8;-2,688430741;-4,18750609
336,9;-2,847296411;-4,307821917
337;-3,016097342;-4,432789791
337,1;-3,194138123;-4,561993916
337,2;-3,38067407;-4,694981554
337,3;-3,574914586;-4,831264768
337,4;-3,776026697;-4,970322309
337,5;-3,98313874;-5,111601642
337,6;-4,195344199;-5,254521104
337,7;-4,411705651;-5,398472176
337,8;-4,631258822;-5,542821867
337,9;-4,853016724;-5,686915195
338;-5,075973859;-5,830077761
338,1;-5,299110467;-5,971618392
338,2;-5,521396813;-6,11083186
338,3;-5,741797473;-6,247001651
338,4;-5,959275629;-6,379402783
338,5;-6,172797329;-6,507304654
338,6;-6,381335712;-6,629973917
338,7;-6,583875167;-6,746677357
338,8;-6,779415423;-6,856684775
338,9;-6,966975537;-6,959271852
339;-7,145597777;-7,053722987
339,1;-7,314351379;-7,139334106
339,2;-7,472336164;-7,215415418
339,3;-7,618686011;-7,281294114
339,4;-7,752572158;-7,336317012
339,5;-7,873206337;-7,379853107
339,6;-7,979843719;-7,41129606
339,7;-8,071785673;-7,430066573
339,8;-8,148382309;-7,435614672
339,9;-8,209034819;-7,427421881
340;-8,253197596;-7,405003272
340,1;-8,280380129;-7,367909395
340,2;-8,290148672;-7,315728069
340,3;-8,282127679;-7,24808605
340,4;-8,256001016;-7,164650547
340,5;-8,211512936;-7,065130594
340,6;-8,148468823;-6,949278281
340,7;-8,06673571;-6,816889828
340,8;-7,966242574;-6,667806504
340,9;-7,846980393;-6,501915396
341;-7,709002004;-6,319150017
341,1;-7,552421732;-6,119490759
341,2;-7,377414819;-5,902965193
341,3;-7,184216655;-5,669648211
341,4;-6,973121818;-5,41966202
341,5;-6,744482936;-5,153175988
341,6;-6,498709368;-4,870406342
341,7;-6,236265737;-4,571615722
341,8;-5,957670293;-4,257112599
341,9;-5,663493143;-3,927250559
342;-5,354354335;-3,582427451
342,1;-5,030921826;-3,223084413
342,2;-4,693909331;-2,849704774
342,3;-4,344074066;-2,462812844
342,4;-3,982214399;-2,062972594
342,5;-3,609167424;-1,650786235
342,6;-3,225806449;-1,226892693
342,7;-2,833038432;-0,791966005
342,8;-2,431801347;-0,346713614
342,9;-2,023061512;0,108125404
343;-1,607810867;0,571782196
343,1;-1,187064222;1,043460052
343,2;-0,761856473;1,522336389
343,3;-0,333239803;2,007564798
343,4;0,097719133;2,498277131
343,5;0,529942032;2,993585644
343,6;0,962341765;3,492585169
343,7;1,393825198;3,994355329
343,8;1,823296004;4,497962773
343,9;2,249657468;5,002463441
344;2,671815269;5,506904843
344,1;3,088680247;6,010328352
344,2;3,499171142;6,511771502
344,3;3,902217306;7,010270292
344,4;4,296761377;7,504861487
344,5;4,68176192;7,9945849
344,6;5,056196023;8,478485681
344,7;5,419061843;8,955616567
344,8;5,76938111;9,425040126
344,9;6,106201575;9,885830964
345;6,428599389;10,33707791
345,1;6,735681436;10,77788615
345,2;7,02658758;11,20737933
345,3;7,300492851;11,62470161
345,4;7,556609542;12,02901967
345,5;7,794189232;12,41952464
345,6;8,012524713;12,79543399
345,7;8,210951822;13,15599334
345,8;8,388851176;13,5004782
345,9;8,545649802;13,82819563
346;8,680822647;14,1384858
346,1;8,793893982;14,43072354
346,2;8,884438675;14,70431965
346,3;8,952083343;14,95872227
346,4;8,99650737;15,19341805
346,5;9,017443791;15,40793324
346,6;9,014680037;15,60183468
346,7;8,988058541;15,77473071
346,8;8,937477186;15,92627186
346,9;8,862889623;16,05615158
347;8,764305423;16,1641067
347,1;8,64179009;16,24991788
347,2;8,495464924;16,31340992
347,3;8,325506726;16,35445192
347,4;8,132147364;16,37295733
347,5;7,91567319;16,36888395
347,6;7,676424304;16,34223375
347,7;7,414793683;16,29305257
347,8;7,131226164;16,22142978
347,9;6,826217286;16,12749779
348;6,500312008;16,01143145
348,1;6,154103294;15,87344738
348,2;5,788230579;15,71380318
348,3;5,403378121;15,53279659
348,4;5,000273245;15,33076454
348,5;4,579684487;15,10808213
348,6;4,142419642;14,86516155
348,7;3,689323724;14,60245089
348,8;3,221276841;14,32043296
348,9;2,739191998;14,01962401
349;2,244012824;13,70057237
349,1;1,736711243;13,36385708
349,2;1,21828509;13,01008652
349,3;0,689755674;12,63989687
349,4;0,152165316;12,2539507
349,5;-0,393425158;11,85293544
349,6;-0,945938932;11,43756178
349,7;-1,504285746;11,00856223
349,8;-2,06736444;10,56668946
349,9;-2,634065513;10,11271476
350;-3,203273674;9,64742645
350,1;-3,773870396;9,171628288
350,2;-4,344736453;8,686137864
350,3;-4,914754441;8,191785008
350,4;-5,482811288;7,689410188
350,5;-6,047800722;7,179862912
350,6;-6,608625724;6,664000141
350,7;-7,164200931;6,142684693
350,8;-7,713455015;5,61678367
350,9;-8,255333009;5,087166873
351;-8,788798597;4,554705235
351,1;-9,312836349;4,020269255
351,2;-9,82645391;3,484727437
351,3;-10,32868413;2,94894474
351,4;-10,81858714;2,413781028
351,5;-11,29525236;1,880089538
351,6;-11,75780044;1,348715348
351,7;-12,20538512;0,820493861
351,8;-12,63719504;0,296249291
351,9;-13,05245549;-0,223206832
352;-13,45042997;-0,737077155
352,1;-13,83042185;-1,244579979
352,2;-14,19177578;-1,744950725
352,3;-14,53387914;-2,23744339
352,4;-14,85616329;-2,721331984
352,5;-15,15810479;-3,195911948
352,6;-15,43922655;-3,660501551
352,7;-15,69909879;-4,114443267
352,8;-15,93733995;-4,557105116
352,9;-16,15361752;-4,987881983
353;-16,34764868;-5,4061969
353,1;-16,51920091;-5,811502289
353,2;-16,66809245;-6,203281172
353,3;-16,79419265;-6,581048329
353,4;-16,89742219;-6,944351416
353,5;-16,97775325;-7,29277203
353,6;-17,03520945;-7,625926706
353,7;-17,06986577;-7,94346787
353,8;-17,08184832;-8,245084713
353,9;-17,07133395;-8,530504001
354;-17,0385498;-8,799490806
354,1;-16,98377268;-9,051849167
354,2;-16,90732837;-9,287422661
354,3;-16,8095908;-9,506094892
354,4;-16,69098109;-9,707789886
354,5;-16,55196649;-9,892472399
354,6;-16,3930592;-10,06014812
354,7;-16,21481512;-10,21086379
354,8;-16,01783244;-10,34470716
354,9;-15,80275016;-10,46180697
355;-15,57024652;-10,56233266
355,1;-15,3210373;-10,6464941
355,2;-15,05587408;-10,71454114
355,3;-14,77554241;-10,76676309
355,4;-14,48085983;-10,80348808
355,5;-14,17267395;-10,82508228
355,6;-13,85186033;-10,83194902
355,7;-13,51932034;-10,82452783
355,8;-13,17597904;-10,80329335
355,9;-12,82278284;-10,76875409
356;-12,46069731;-10,72145115
356,1;-12,09070477;-10,66195681
356,2;-11,71380197;-10,59087297
356,3;-11,33099768;-10,50882958
356,4;-10,94331027;-10,4164829
356,5;-10,55176525;-10,31451368
356,6;-10,15739283;-10,2036253
356,7;-9,761225446;-10,08454174
356,8;-9,364295257;-9,958005542
356,9;-8,967631696;-9,824775665
357;-8,572258994;-9,685625278
357,1;-8,179193724;-9,54133949
357,2;-7,789442365;-9,392713028
357,3;-7,403998894;-9,240547865
357,4;-7,023842404;-9,085650805
357,5;-6,649934758;-8,928831041
357,6;-6,283218292;-8,77089768
357,7;-5,924613551;-8,612657261
357,8;-5,575017098;-8,454911254
357,9;-5,235299365;-8,298453573
358;-4,906302582;-8,14406809
358,1;-4,588838775;-7,992526175
358,2;-4,283687831;-7,844584262
358,3;-3,99159566;-7,700981451
358,4;-3,713272421;-7,56243716
358,5;-3,449390857;-7,429648833
358,6;-3,200584713;-7,303289708
358,7;-2,967447255;-7,184006666
358,8;-2,750529895;-7,072418154
358,9;-2,550340924;-6,969112211
359;-2,367344354;-6,874644581
359,1;-2,201958876;-6,789536948
359,2;-2,054556936;-6,714275268
359,3;-1,92546393;-6,649308237
359,4;-1,814957511;-6,595045876
359,5;-1,723267033;-6,551858247
359,6;-1,650573103;-6,52007431
359,7;-1,597007268;-6,499980921
359,8;-1,56265182;-6,491821967
359,9;-1,547539738;-6,495797659
360;-1,551654748;-6,512063968
360,1;-1,574931509;-6,54073222
360,2;-1,617255929;-6,581868833
360,3;-1,678465597;-6,635495212
360,4;-1,758350339;-6,701587798
360,5;-1,856652893;-6,780078259
360,6;-1,973069693;-6,870853828
360,7;-2,107251777;-6,973757797
360,8;-2,258805793;-7,088590138
360,9;-2,427295131;-7,215108275
361;-2,612241144;-7,353027983
361,1;-2,813124479;-7,502024422
361,2;-3,029386509;-7,661733293
361,3;-3,260430847;-7,831752111
361,4;-3,505624963;-8,011641596
361,5;-3,764301872;-8,200927163
361,6;-4,035761911;-8,399100517
361,7;-4,319274584;-8,605621338
361,8;-4,614080485;-8,819919052
361,9;-4,91939328;-9,041394679
362;-5,234401752;-9,269422758
362,1;-5,558271901;-9,503353326
362,2;-5,890149089;-9,742513952
362,3;-6,229160226;-9,986211829
362,4;-6,57441599;-10,23373589
362,5;-6,925013074;-10,48435894
362,6;-7,28003645;-10,73733985
362,7;-7,638561647;-10,99192574
362,8;-7,999657043;-11,24735412
362,9;-8,362386149;-11,50285515
363;-8,725809894;-11,75765373
363,1;-9,088988899;-12,01097175
363,2;-9,450985734;-12,26203012
363,3;-9,810867143;-12,51005098
363,4;-10,16770625;-12,7542597
363,5;-10,5205847;-12,99388691
363,6;-10,86859482;-13,2281705
363,7;-11,21084159;-13,45635749
363,8;-11,54644477;-13,67770593
363,9;-11,87454075;-13,89148667
364;-12,19428446;-14,09698507
364,1;-12,50485121;-14,29350268
364,2;-12,80543838;-14,48035879
364,3;-13,09526714;-14,65689194
364,4;-13,37358398;-14,82246134
364,5;-13,63966223;-14,9764482
364,6;-13,89280349;-15,11825698
364,7;-14,1323389;-15,24731657
364,8;-14,35763041;-15,36308139
364,9;-14,56807192;-15,46503236
365;-14,76309029;-15,55267782
365,1;-14,9421463;-15,6255544
365,2;-15,10473554;-15,68322774
365,3;-15,25038914;-15,7252932
365,4;-15,37867442;-15,75137642
365,5;-15,48919549;-15,76113385
365,6;-15,58159374;-15,75425322
365,7;-15,65554816;-15,73045386
365,8;-15,71077568;-15,68948706
365,9;-15,74703137;-15,63113625
366;-15,7641085;-15,5552172
366,1;-15,76183865;-15,46157808
366,2;-15,74009159;-15,3500996
366,3;-15,69877515;-15,22069488
366,4;-15,63783505;-15,07330948
366,5;-15,5572546;-14,90792126
366,6;-15,45705434;-14,7245402
366,7;-15,33729159;-14,52320822
366,8;-15,19806;-14,3039989
366,9;-15,03948899;-14,06701721
367;-14,86174311;-13,81239918
367,1;-14,66502141;-13,54031152
367,2;-14,4495567;-13,25095122
367,3;-14,21561481;-12,94454513
367,4;-13,96349376;-12,62134947
367,5;-13,69352291;-12,28164938
367,6;-13,40606207;-11,92575835
367,7;-13,10150061;-11,55401769
367,8;-12,78025642;-11,16679594
367,9;-12,44277499;-10,76448827
368;-12,08952834;-10,34751585
368,1;-11,72101397;-9,916325153
368,2;-11,33775383;-9,471387314
368,3;-10,9402932;-9,013197393
368,4;-10,52919956;-8,54227364
368,5;-10,10506154;-8,059156741
368,6;-9,668487729;-7,564409024
368,7;-9,220105543;-7,058613655
368,8;-8,760560108;-6,5423738
368,9;-8,290513092;-6,016311774
369;-7,810641559;-5,481068158
369,1;-7,321636834;-4,9373009
369,2;-6,824203352;-4,385684398
369,3;-6,319057535;-3,826908552
369,4;-5,806926658;-3,261677803
369,5;-5,288547733;-2,690710153
369,6;-4,764666397;-2,114736152
369,7;-4,23603581;-1,534497882
369,8;-3,703415565;-0,950747908
369,9;-3,167570608;-0,364248218
370;-2,629270165;0,224230859
370,1;-2,089286687;0,813911746
370,2;-1,548394799;1,404010736
370,3;-1,007370261;1,993739125
370,4;-0,466988933;2,582304353
370,5;0,071974256;3,168911181
370,6;0,60874633;3,752762865
370,7;1,142557297;4,333062359
370,8;1,672641168;4,909013531
370,9;2,198236987;5,479822392
371;2,718589853;6,04469834
371,1;3,232951951;6,602855414
371,2;3,740583588;7,153513563
371,3;4,240754225;7,695899924
371,4;4,732743532;8,229250109
371,5;5,215842433;8,752809502
371,6;5,689354181;9,265834559
371,7;6,152595422;9,767594124
371,8;6,604897289;10,25737074
371,9;7,04560649;10,73446194
372;7,474086414;11,19818162
372,1;7,889718243;11,64786128
372,2;8,291902068;12,08285136
372,3;8,680058017;12,50252252
372,4;9,053627381;12,90626696
372,5;9,412073748;13,29349962
372,6;9,754884131;13,6636595
372,7;10,0815701;14,01621081
372,8;10,3916689;14,35064424
372,9;10,68474453;14,66647807
373;10,9603889;14,96325933
373,1;11,21822279;15,24056485
373,2;11,457897;15,49800235
373,3;11,67909325;15,73521139
373,4;11,88152523;15,95186431
373,5;12,06493949;16,14766711
373,6;12,22911629;16,32236027
373,7;12,37387049;16,47571948
373,8;12,49905224;16,6075563
373,9;12,60454771;16,7177188
374;12,69027974;16,80609201
374,1;12,75620836;16,8725984
374,2;12,80233124;16,91719819
374,3;12,82868416;16,93988964
374,4;12,83534122;16,94070921
374,5;12,82241513;16,91973161
374,6;12,79005727;16,87706982
374,7;12,73845775;16,81287497
374,8;12,66784527;16,72733612
374,9;12,578487;16,62067996
375;12,47068824;16,49317043
375,1;12,34479205;16,34510822
375,2;12,2011787;16,1768302
375,3;12,04026507;15,98870872
375,4;11,86250396;15,78115085
375,5;11,66838318;15,55459754
375,6;11,45842467;15,30952269
375,7;11,23318339;15,04643206
375,8;10,99324621;14,76586224
375,9;10,73923062;14,46837945
376;10,47178337;14,15457824
376,1;10,19157902;13,82508024
376,2;9,899318429;13,4805327
376,3;9,595727053;13,12160712
376,4;9,281553284;12,74899769
376,5;8,957566639;12,36341974
376,6;8,624555902;11,96560818
376,7;8,283327201;11,55631585
376,8;7,934702028;11,13631185
376,9;7,579515217;10,70637982
377;7,218612879;10,26731628
377,1;6,852850307;9,819928851
377,2;6,483089862;9,365034562
377,3;6,110198834;8,903458075
377,4;5,735047309;8,436029973
377,5;5,358506027;7,96358502
377,6;4,981444257;7,486960461
377,7;4,604727692;7,006994324
377,8;4,229216365;6,524523761
377,9;3,855762609;6,040383417
378;3,485209053;5,555403833
378,1;3,118386676;5,070409893
378,2;2,756112905;4,586219308
378,3;2,39918979;4,103641158
378,4;2,048402232;3,623474471
378,5;1,704516296;3,146506864
378,6;1,368277598;2,673513232
378,7;1,040409771;2,205254501
378,8;0,721613025;1,742476432
378,9;0,412562791;1,285908483
379;0,113908458;0,836262736
379,1;-0,1737278;0,394232872
379,2;-0,449752105;-0,039506788
379,3;-0,713599859;-0,464302199
379,4;-0,964736645;-0,879520442
379,5;-1,202659026;-1,284550533
379,6;-1,426895259;-1,678804169
379,7;-1,637005916;-2,06171644
379,8;-1,832584418;-2,432746479
379,9;-2,013257477;-2,791378072
380;-2,178685458;-3,13712023
380,1;-2,328562658;-3,469507709
380,2;-2,462617511;-3,788101502
380,3;-2,580612711;-4,092489283
380,4;-2,682345272;-4,382285832
380,5;-2,767646517;-4,657133408
380,6;-2,836381995;-4,916702102
380,7;-2,888451348;-5,160690155
380,8;-2,923788103;-5,388824241
380,9;-2,94235942;-5,600859726
381;-2,944165777;-5,796580893
381,1;-2,92924061;-5,975801137
381,2;-2,897649904;-6,138363134
381,3;-2,849491738;-6,284138977
381,4;-2,784895788;-6,413030281
381,5;-2,70402279;-6,524968259
381,6;-2,607063956;-6,619913764
381,7;-2,494240364;-6,697857293
381,8;-2,365802296;-6,758818959
381,9;-2,222028551;-6,802848421
382;-2,063225723;-6,830024781
382,1;-1,889727441;-6,840456436
382,2;-1,701893585;-6,834280888
382,3;-1,50010947;-6,81166451
382,4;-1,284784993;-6,772802266
382,5;-1,056353758;-6,717917385
382,6;-0,815272164;-6,647260971
382,7;-0,562018458;-6,561111575
382,8;-0,297091762;-6,4597747
382,9;-0,021011061;-6,343582247
383;0,265685837;-6,212891906
383,1;0,562443383;-6,068086487
383,2;0,86868939;-5,909573177
383,3;1,183836186;-5,737782745
383,4;1,507281787;-5,553168673
