Time;Channel 1;Channel 2
151,6;5,313531754;12,98130888
151,7;5,190266855;12,88304215
151,8;5,062742027;12,7764011
151,9;4,930795177;12,66114373
152;4,79427133;12,53704573
152,1;4,653023143;12,40390111
152,2;4,506911428;12,2615229
152,3;4,355805707;12,10974376
152,4;4,19958478;11,94841656
152,5;4,038137306;11,77741498
152,6;3,8713624;11,59663398
152,7;3,699170239;11,40599029
152,8;3,521482675;11,20542286
152,9;3,338233855;10,99489324
153;3,149370833;10,7743859
153,1;2,954854186;10,54390855
153,2;2,754658617;10,30349235
153,3;2,548773546;10,05319211
153,4;2,337203677;9,793086406
153,5;2,11996955;9,52327764
153,6;1,897108058;9,243892056
153,7;1,668672944;8,955079674
153,8;1,434735252;8,657014177
153,9;1,195383757;8,349892731
154;0,950725337;8,03393574
154,1;0,700885318;7,709386552
154,2;0,44600776;7,376511087
154,3;0,186255698;7,035597413
154,4;-0,078188676;6,686955267
154,5;-0,347123882;6,3309155
154,6;-0,620329086;5,967829483
154,7;-0,897564092;5,598068449
154,8;-1,17856939;5,222022778
154,9;-1,463066279;4,840101245
155;-1,750757043;4,452730204
155,1;-2,041325202;4,060352741
155,2;-2,334435823;3,663427772
155,3;-2,629735904;3,262429112
155,4;-2,926854825;2,857844496
155,5;-3,225404862;2,45017458
155,6;-3,524981769;2,039931895
155,7;-3,825165431;1,627639794
155,8;-4,125520575;1,213831358
155,9;-4,425597549;0,79904829
156;-4,72493316;0,383839791
156,1;-5,023051587;-0,031238584
156,2;-5,319465339;-0,445626079
156,3;-5,613676288;-0,858757903
156,4;-5,905176748;-1,270066401
156,5;-6,193450614;-1,678982227
156,6;-6,477974551;-2,084935527
156,7;-6,758219227;-2,487357113
156,8;-7,033650597;-2,885679636
156,9;-7,303731226;-3,279338758
157;-7,567921649;-3,667774313
157,1;-7,825681771;-4,050431463
157,2;-8,076472293;-4,426761841
157,3;-8,319756173;-4,796224686
157,4;-8,5550001;-5,158287962
157,5;-8,781675996;-5,512429459
157,6;-8,999262516;-5,858137885
157,7;-9,207246574;-6,194913926
157,8;-9,405124853;-6,522271296
157,9;-9,592405329;-6,839737759
158;-9,768608776;-7,146856133
158,1;-9,933270271;-7,443185265
158,2;-10,08594067;-7,728300979
158,3;-10,22618808;-8,001797004
158,4;-10,35359926;-8,26328586
158,5;-10,46778107;-8,512399728
158,6;-10,56836178;-8,748791277
158,7;-10,65499243;-8,972134458
158,8;-10,72734806;-9,182125278
158,9;-10,78512898;-9,378482521
159;-10,8280619;-9,560948445
159,1;-10,85590107;-9,729289442
159,2;-10,8684293;-9,883296656
159,3;-10,86545896;-10,02278656
159,4;-10,84683286;-10,1476015
159,5;-10,81242513;-10,25761018
159,6;-10,7621419;-10,35270811
159,7;-10,69592202;-10,43281803
159,8;-10,61373761;-10,49789022
159,9;-10,51559455;-10,54790285
160;-10,4015329;-10,58286221
160,1;-10,27162716;-10,60280292
160,2;-10,12598652;-10,60778805
160,3;-9,964754906;-10,59790926
160,4;-9,788111027;-10,57328675
160,5;-9,596268235;-10,53406932
160,6;-9,389474329;-10,48043418
160,7;-9,168011229;-10,41258687
160,8;-8,932194554;-10,33076096
160,9;-8,682373099;-10,23521783
161;-8,418928199;-10,12624624
161,1;-8,142272995;-10,00416195
161,2;-7,852851601;-9,86930718
161,3;-7,551138172;-9,722050072
161,4;-7,237635876;-9,562784022
161,5;-6,912875774;-9,39192698
161,6;-6,577415619;-9,209920668
161,7;-6,231838569;-9,017229732
161,8;-5,876751824;-8,814340825
161,9;-5,512785189;-8,60176163
162;-5,140589575;-8,380019816
162,1;-4,76083543;-8,149661931
162,2;-4,374211114;-7,911252241
162,3;-3,981421229;-7,665371506
162,4;-3,583184893;-7,412615705
162,5;-3,180233979;-7,153594711
162,6;-2,773311318;-6,888930915
162,7;-2,363168876;-6,619257812
162,8;-1,950565898;-6,345218537
162,9;-1,536267039;-6,067464372
163;-1,121040475;-5,786653212
163,1;-0,705656008;-5,503448003
163,2;-0,290883156;-5,218515155
163,3;0,122510745;-4,932522931
163,4;0,533762445;-4,646139821
163,5;0,942114662;-4,360032904
163,6;1,346817962;-4,074866198
163,7;1,747132603;-3,791299019
163,8;2,14233037;-3,509984329
163,9;2,531696362;-3,231567103
164;2,914530764;-2,956682702
164,1;3,290150562;-2,685955267
164,2;3,657891218;-2,419996142
164,3;4,017108304;-2,159402318
164,4;4,367179064;-1,904754919
164,5;4,707503932;-1,656617729
164,6;5,037507984;-1,415535759
164,7;5,356642316;-1,182033871
164,8;5,664385364;-0,956615454
164,9;5,960244146;-0,73976116
165;6,243755428;-0,531927705
165,1;6,514486809;-0,333546744
165,2;6,772037728;-0,145023814
165,3;7,016040376;0,03326264
165,4;7,246160535;0,200962159
165,5;7,462098309;0,357753076
165,6;7,663588788;0,503343239
165,7;7,850402597;0,637470644
165,8;8,022346378;0,759903968
165,9;8,179263162;0,870443025
166;8,321032656;0,968919108
166,1;8,447571437;1,055195254
166,2;8,558833051;1,129166399
166,3;8,654808016;1,190759441
166,4;8,735523739;1,23993321
166,5;8,80104433;1,276678338
166,6;8,851470339;1,301017039
166,7;8,886938389;1,313002797
166,8;8,907620731;1,312719959
166,9;8,913724702;1,300283249
167;8,905492104;1,275837186
167,1;8,883198492;1,23955543
167,2;8,847152377;1,191640039
167,3;8,797694353;1,132320654
167,4;8,735196139;1,06185362
167,5;8,660059553;0,980521024
167,6;8,572715406;0,888629689
167,7;8,473622329;0,7865101
167,8;8,363265538;0,674515278
167,9;8,242155529;0,55301961
168;8,110826715;0,422417633
168,1;7,969836007;0,283122783
168,2;7,819761341;0,135566106
168,3;7,661200159;-0,019805048
168,4;7,49476785;-0,182528362
168,5;7,321096151;-0,352127898
168,6;7,140831521;-0,52811545
168,7;6,954633484;-0,709991903
168,8;6,763172957;-0,897248593
168,9;6,567130559;-1,089368652
169;6,367194909;-1,285828351
169,1;6,164060914;-1,486098416
169,2;5,958428067;-1,689645329
169,3;5,750998738;-1,895932606
169,4;5,542476481;-2,104422033
169,5;5,333564355;-2,314574881
169,6;5,124963266;-2,525853074
169,7;4,91737033;-2,737720322
169,8;4,711477267;-2,949643209
169,9;4,507968822;-3,161092241
170;4,30752122;-3,371542841
170,1;4,110800666;-3,580476306
170,2;3,918461879;-3,787380708
170,3;3,73114667;-3,991751753
170,4;3,549482571;-4,193093592
170,5;3,374081512;-4,390919578
170,6;3,205538546;-4,584752989
170,7;3,044430624;-4,774127694
170,8;2,891315421;-4,958588794
170,9;2,746730215;-5,137693209
171;2,611190813;-5,311010241
171,1;2,485190528;-5,478122102
171,2;2,369199208;-5,638624412
171,3;2,263662318;-5,79212667
171,4;2,169000069;-5,938252703
171,5;2,085606598;-6,076641101
171,6;2,013849199;-6,206945624
171,7;1,954067595;-6,328835614
171,8;1,906573269;-6,441996382
171,9;1,871648822;-6,546129601
172;1,849547394;-6,64095369
172,1;1,840492111;-6,726204209
172,2;1,844675592;-6,801634239
172,3;1,862259482;-6,867014785
172,4;1,893374041;-6,922135174
172,5;1,93811776;-6,966803465
172,6;1,99655703;-7,000846868
172,7;2,068725842;-7,024112175
172,8;2,154625524;-7,036466198
172,9;2,254224531;-7,037796222
173;2,367458259;-7,028010459
173,1;2,494228916;-7,007038518
173,2;2,634405427;-6,974831877
173,3;2,787823384;-6,931364357
173,4;2,954285045;-6,876632601
173,5;3,133559374;-6,810656548
173,6;3,325382133;-6,733479906
173,7;3,529456015;-6,645170616
173,8;3,745450843;-6,545821297
173,9;3,973003812;-6,435549681
174;4,211719797;-6,314499019
174,1;4,461171714;-6,182838459
174,2;4,720900961;-6,040763386
174,3;4,990417908;-5,888495729
174,4;5,269202468;-5,726284213
174,5;5,556704738;-5,554404559
174,6;5,852345714;-5,373159632
174,7;6,155518082;-5,18287952
174,8;6,465587094;-4,983921536
174,9;6,781891524;-4,776670151
175;7,10374471;-4,561536843
175,1;7,430435683;-4,338959851
175,2;7,761230386;-4,109403841
175,3;8,095372977;-3,873359476
175,4;8,432087226;-3,631342877
175,5;8,770577995;-3,383894985
175,6;9,110032814;-3,131580813
175,7;9,449623537;-2,874988585
175,8;9,788508092;-2,614728763
175,9;10,12583231;-2,35143296
176;10,46073183;-2,08575274
176,1;10,79233409;-1,818358305
176,2;11,11976042;-1,549937064
176,3;11,44212811;-1,281192104
176,4;11,75855263;-1,012840543
176,5;12,06814992;-0,745611787
176,6;12,37003862;-0,480245681
176,7;12,66334245;-0,217490575
176,8;12,94719262;0,041898714
176,9;13,22073019;0,297163001
177;13,48310853;0,547540929
177,1;13,73349581;0,792271213
177,2;13,97107736;1,030594951
177,3;14,19505822;1,261757978
177,4;14,40466549;1,485013264
177,5;14,59915077;1,699623329
177,6;14,77779254;1,90486269
177,7;14,93989846;2,100020301
177,8;15,08480764;2,284401992
177,9;15,21189287;2,457332893
178;15,32056272;2,618159825
178,1;15,41026356;2,766253651
178,2;15,48048153;2,901011576
178,3;15,53074435;3,021859377
178,4;15,56062301;3,128253568
178,5;15,56973339;3,219683466
178,6;15,55773768;3,29567317
178,7;15,5243457;3,355783425
178,8;15,46931601;3,399613371
178,9;15,39245696;3,426802166
179;15,29362748;3,437030466
179,1;15,17273772;3,430021775
179,2;15,02974959;3,405543634
179,3;14,86467704;3,363408655
179,4;14,67758616;3,303475401
179,5;14,4685952;3,225649087
179,6;14,23787428;3,129882126
179,7;13,98564506;3,016174493
179,8;13,71218008;2,88457392
179,9;13,41780208;2,735175923
180;13,10288308;2,568123651
180,1;12,76784326;2,383607568
180,2;12,41314981;2,181864968
180,3;12,03931547;1,963179327
180,4;11,64689709;1,727879491
180,5;11,23649393;1,476338722
180,6;10,80874592;1,208973584
180,7;10,36433175;0,926242696
180,8;9,903966931;0,628645356
180,9;9,42840166;0,316720029
181;8,938418697;-0,008957267
181,1;8,434831116;-0,347774699
181,2;7,918480011;-0,69908644
181,3;7,390232147;-1,062214587
181,4;6,850977576;-1,436451161
181,5;6,301627216;-1,821060164
181,6;5,743110425;-2,215279708
181,7;5,176372547;-2,618324189
181,8;4,602372479;-3,029386496
181,9;4,022080227;-3,447640264
182;3,436474499;-3,872242134
182,1;2,846540308;-4,302334041
182,2;2,253266626;-4,737045494
182,3;1,657644068;-5,17549586
182,4;1,060662636;-5,616796628
182,5;0,463309516;-6,060053661
182,6;-0,133433059;-6,504369416
182,7;-0,728589884;-6,948845132
182,8;-1,321194781;-7,392582978
182,9;-1,910292525;-7,834688167
183;-2,494940702;-8,274271006
183,1;-3,074211473;-8,710448911
183,2;-3,647193273;-9,142348357
183,3;-4,212992419;-9,56910677
183,4;-4,770734637;-9,989874357
183,5;-5,319566513;-10,40381588
183,6;-5,858656856;-10,81011234
183,7;-6,38719799;-11,20796265
183,8;-6,904406962;-11,59658516
183,9;-7,409526688;-11,97521921
184;-7,90182701;-12,34312653
184,1;-8,380605703;-12,69959261
184,2;-8,8451894;-13,04392804
184,3;-9,294934463;-13,37546973
184,4;-9,729227787;-13,69358205
184,5;-10,14748756;-13,99765802
184,6;-10,54916396;-14,2871203
184,7;-10,9337398;-14,56142219
184,8;-11,30073115;-14,82004859
184,9;-11,64968789;-15,06251687
185;-11,98019423;-15,28837766
185,1;-12,29186922;-15,49721566
185,2;-12,58436714;-15,68865032
185,3;-12,85737798;-15,86233647
185,4;-13,11062771;-16,01796499
185,5;-13,34387874;-16,15526326
185,6;-13,55693008;-16,27399573
185,7;-13,7496177;-16,37396428
185,8;-13,92181471;-16,45500864
185,9;-14,07343153;-16,51700666
186;-14,20441603;-16,55987462
186,1;-14,31475363;-16,58356733
186,2;-14,40446731;-16,58807835
186,3;-14,47361761;-16,57343997
186,4;-14,52230257;-16,53972322
186,5;-14,55065757;-16,48703778
186,6;-14,55885514;-16,41553182
186,7;-14,54710475;-16,32539175
186,8;-14,51565241;-16,2168419
186,9;-14,46478032;-16,09014414
187;-14,39480639;-15,94559736
187,1;-14,30608368;-15,78353692
187,2;-14,19899977;-15,60433397
187,3;-14,07397605;-15,40839472
187,4;-13,93146692;-15,19615962
187,5;-13,77195893;-14,96810239
187,6;-13,59596981;-14,72472904
187,7;-13,40404741;-14,46657674
187,8;-13,19676855;-14,19421266
187,9;-12,97473786;-13,90823265
188;-12,73858638;-13,60925986
188,1;-12,48897026;-13,29794334
188,2;-12,2265692;-12,97495644
188,3;-11,95208498;-12,64099523
188,4;-11,66623976;-12,2967768
188,5;-11,36977444;-11,94303749
188,6;-11,06344681;-11,58053105
188,7;-10,74802978;-11,21002675
188,8;-10,4243094;-10,83230743
188,9;-10,09308296;-10,44816746
189;-9,755156932;-10,05841071
189,1;-9,411344913;-9,663848433
189,2;-9,062465535;-9,265297147
189,3;-8,709340321;-8,863576463
189,4;-8,352791538;-8,459506914
189,5;-7,993640017;-8,053907761
189,6;-7,632702972;-7,647594805
189,7;-7,270791822;-7,241378192
189,8;-6,908710015;-6,836060247
189,9;-6,547250877;-6,432433311
190;-6,187195488;-6,031277633
190,1;-5,829310589;-5,633359278
190,2;-5,474346551;-5,239428105
190,3;-5,123035382;-4,85021579
190,4;-4,776088809;-4,466433917
190,5;-4,434196425;-4,088772144
190,6;-4,098023917;-3,717896448
190,7;-3,768211377;-3,354447454
190,8;-3,445371711;-2,999038867
190,9;-3,130089143;-2,652255996
191;-2,822917832;-2,314654392
191,1;-2,524380598;-1,986758603
191,2;-2,234967766;-1,669061035
191,3;-1,955136138;-1,36202095
191,4;-1,685308077;-1,06606358
191,5;-1,42587073;-0,781579372
191,6;-1,177175372;-0,508923363
191,7;-0,939536882;-0,248414689
191,8;-0,713233347;-0,000336217
191,9;-0,498505808;0,235065674
192;-0,295558122;0,457581199
192,1;-0,104556971;0,667037124
192,2;0,074368009;0,863296601
192,3;0,241123967;1,04625888
192,4;0,395654448;1,215858885
192,5;0,53793889;1,372066678
192,6;0,667991999;1,514886807
192,7;0,785863004;1,644357534
192,8;0,891634808;1,760549966
192,9;0,985423031;1,863567073
193;1,067374949;1,953542612
193,1;1,137668334;2,030639965
193,2;1,196510212;2,095050888
193,3;1,244135526;2,146994178
193,4;1,28080573;2,186714279
193,5;1,306807311;2,214479817
193,6;1,322450244;2,230582086
193,7;1,328066392;2,235333478
193,8;1,324007856;2,229065875
193,9;1,310645275;2,212129007
194;1,288366099;2,184888781
194,1;1,25757282;2,147725593
194,2;1,218681195;2,101032628
194,3;1,172118443;2,045214155
194,4;1,118321443;1,980683824
194,5;1,057734935;1,907862985
194,6;0,990809726;1,827179016
194,7;0,918000909;1,739063675
194,8;0,839766116;1,643951497
194,9;0,756563783;1,542278216
195;0,668851467;1,434479238
195,1;0,577084194;1,32098817
195,2;0,481712859;1,202235394
195,3;0,383182684;1,078646716
195,4;0,281931733;0,950642077
195,5;0,178389491;0,818634331
195,6;0,072975515;0,683028105
195,7;-0,033901839;0,544218739
195,8;-0,141846622;0,402591292
195,9;-0,2504764;0,258519652
196;-0,359423294;0,112365717
196,1;-0,468334918;-0,03552133
196,2;-0,576875236;-0,184805662
196,3;-0,684725319;-0,335165355
196,4;-0,791584013;-0,486292851
196,5;-0,897168506;-0,637895331
196,6;-1,001214813;-0,789695008
196,7;-1,103478151;-0,941429333
196,8;-1,203733238;-1,092851121
196,9;-1,301774489;-1,243728601
197;-1,397416125;-1,393845393
197,1;-1,490492193;-1,54300041
197,2;-1,580856498;-1,691007698
197,3;-1,668382452;-1,837696213
197,4;-1,752962842;-1,982909533
197,5;-1,834509521;-2,126505528
197,6;-1,912953029;-2,268355976
197,7;-1,988242142;-2,408346141
197,8;-2,060343368;-2,546374311
197,9;-2,129240377;-2,682351315
198;-2,19493338;-2,816200001
198,1;-2,257438469;-2,947854706
198,2;-2,3167869;-3,077260706
198,3;-2,373024353;-3,204373656
198,4;-2,426210156;-3,329159031
198,5;-2,476416484;-3,451591561
198,6;-2,523727541;-3,57165468
198,7;-2,568238727;-3,689339981
198,8;-2,610055799;-3,804646681
198,9;-2,649294023;-3,917581114
199;-2,686077326;-4,028156232
199,1;-2,720537455;-4,136391135
199,2;-2,752813134;-4,242310619
199,3;-2,783049239;-4,345944754
199,4;-2,811395984;-4,44732849
199,5;-2,83800812;-4,546501283
199,6;-2,863044158;-4,643506759
199,7;-2,886665616;-4,738392398
199,8;-2,90903628;-4,831209252
199,9;-2,9303215;-4,922011687
200;-2,950687498;-5,010857142
200,1;-2,970300712;-5,097805922
200,2;-2,989327152;-5,182920998
200,3;-3,007931788;-5,266267833
200,4;-3,026277956;-5,347914218
200,5;-3,044526798;-5,427930118
200,6;-3,062836713;-5,506387531
200,7;-3,081362838;-5,583360348
200,8;-3,100256555;-5,658924224
200,9;-3,119665016;-5,733156437
201;-3,139730684;-5,806135754
201,1;-3,160590903;-5,877942281
201,2;-3,18237748;-5,948657309
201,3;-3,205216288;-6,018363147
201,4;-3,22922689;-6,087142938
201,5;-3,254522178;-6,155080463
201,6;-3,281208028;-6,22225992
201,7;-3,309382977;-6,288765687
201,8;-3,339137912;-6,354682065
201,9;-3,37055577;-6,420092988
202;-3,403711257;-6,485081716
202,1;-3,43867058;-6,549730498
202,2;-3,475491183;-6,614120209
202,3;-3,514221506;-6,678329961
202,4;-3,554900753;-6,742436691
202,5;-3,597558668;-6,806514725
202,6;-3,642215333;-6,870635311
202,7;-3,688880973;-6,934866141
202,8;-3,737555773;-6,999270844
202,9;-3,788229711;-7,063908467
203;-3,840882394;-7,12883293
203,1;-3,895482916;-7,194092474
203,2;-3,95198972;-7,259729094
203,3;-4,010350476;-7,325777961
203,4;-4,070501974;-7,392266844
203,5;-4,132370032;-7,459215526
203,6;-4,195869413;-7,526635221
203,7;-4,260903767;-7,594528002
203,8;-4,327365585;-7,66288623
203,9;-4,395136168;-7,731692005
204;-4,46408562;-7,800916625
204,1;-4,53407286;-7,870520078
204,2;-4,604945653;-7,940450547
204,3;-4,676540668;-8,010643959
204,4;-4,748683562;-8,081023558
204,5;-4,821189085;-8,151499526
204,6;-4,893861221;-8,22196864
204,7;-4,966493341;-8,292313981
204,8;-5,038868403;-8,362404684
204,9;-5,110759163;-8,432095749
205;-5,181928425;-8,501227905
205,1;-5,252129318;-8,569627528
205,2;-5,321105605;-8,637106632
205,3;-5,388592023;-8,70346291
205,4;-5,454314655;-8,768479852
205,5;-5,517991337;-8,831926928
205,6;-5,579332087;-8,893559834
205,7;-5,638039576;-8,953120815
205,8;-5,693809619;-9,010339047
205,9;-5,746331705;-9,064931097
206;-5,795289545;-9,116601446
206,1;-5,840361663;-9,165043082
206,2;-5,881222006;-9,209938158
206,3;-5,91754059;-9,250958718
206,4;-5,948984169;-9,287767485
206,5;-5,975216941;-9,320018711
206,6;-5,995901273;-9,347359087
206,7;-6,010698456;-9,369428708
206,8;-6,019269488;-9,385862091
206,9;-6,021275887;-9,396289242
207;-6,016380523;-9,400336777
207,1;-6,004248482;-9,397629083
207,2;-5,984547958;-9,387789516
207,3;-5,956951167;-9,37044164
207,4;-5,921135282;-9,3452105
207,5;-5,876783394;-9,311723918
207,6;-5,823585492;-9,269613808
207,7;-5,761239459;-9,218517522
207,8;-5,689452089;-9,158079196
207,9;-5,607940113;-9,087951109
208;-5,516431243;-9,007795054
208,1;-5,41466522;-8,917283694
208,2;-5,302394878;-8,816101924
208,3;-5,179387197;-8,703948213
208,4;-5,045424369;-8,580535936
208,5;-4,900304843;-8,445594672
208,6;-4,743844374;-8,298871488
208,7;-4,575877043;-8,140132176
208,8;-4,396256275;-7,969162462
208,9;-4,204855818;-7,785769164
209;-4,001570704;-7,589781309
209,1;-3,78631818;-7,381051193
209,2;-3,559038593;-7,159455388
209,3;-3,319696243;-6,924895683
209,4;-3,068280188;-6,677299962
209,5;-2,804804991;-6,416623018
209,6;-2,529311424;-6,142847286
209,7;-2,241867107;-5,855983506
209,8;-1,942567085;-5,556071313
209,9;-1,631534347;-5,243179738
210;-1,308920264;-4,917407639
210,1;-0,974904967;-4,578884036
210,2;-0,629697639;-4,227768372
210,3;-0,273536731;-3,864250676
210,4;0,09330991;-3,488551649
210,5;0,470544989;-3,100922652
210,6;0,85784181;-2,701645611
210,7;1,254844404;-2,291032831
210,8;1,661167753;-1,869426724
210,9;2,076398097;-1,437199449
211;2,500093347;-0,994752464
211,1;2,931783585;-0,542515994
211,2;3,370971656;-0,080948412
211,3;3,81713387;0,389464466
211,4;4,269720784;0,868210165
211,5;4,728158088;1,354750416
211,6;5,191847585;1,848522107
211,7;5,660168253;2,348938301
211,8;6,132477409;2,85538933
211,9;6,608111945;3,367243967
212;7,086389656;3,883850655
212,1;7,566610649;4,404538809
212,2;8,048058819;4,928620181
212,3;8,530003405;5,455390275
212,4;9,01170061;5,984129828
212,5;9,492395276;6,514106333
212,6;9,971322621;7,044575611
212,7;10,44771002;7,574783429
212,8;10,92077885;8,103967152
212,9;11,3897463;8,63135743
213;11,85382734;9,156179923
213,1;12,3122366;9,677657043
213,2;12,76419031;10,19500973
213,3;13,20890829;10,70745922
213,4;13,64561587;11,2142289
213,5;14,07354587;11,71454604
213,6;14,49194056;12,20764369
213,7;14,90005358;12,69276243
213,8;15,29715187;13,16915224
213,9;15,68251756;13,63607425
214;16,05544983;14,09280261
214,1;16,41526673;14,53862619
214,2;16,76130698;14,97285042
214,3;17,09293169;15,39479896
214,4;17,40952603;15,8038155
214,5;17,71050089;16,19926534
214,6;17,9952944;16,58053713
214,7;18,26337343;16,94704445
214,8;18,51423501;17,29822734
214,9;18,74740765;17,63355387
215;18,96245258;17,95252158
215,1;19,15896497;18,25465889
215,2;19,33657492;18,53952647
215,3;19,49494851;18,80671853
215,4;19,63378865;19,05586403
215,5;19,75283584;19,2866278
215,6;19,8518689;19,4987117
215,7;19,93070549;19,69185553
215,8;19,9892026;19,86583798
215,9;20,02725689;20,02047745
216;20,04480497;20,1556328
216,1;20,04182353;20,27120398
216,2;20,01832936;20,36713259
216,3;19,97437929;20,44340231
216,4;19,91006997;20,50003928
216,5;19,82553764;20,53711232
216,6;19,72095767;20,55473306
216,7;19,59654407;20,55305597
216,8;19,45254891;20,53227831
216,9;19,28926163;20,49263989
217;19,1070082;20,4344228
217,1;18,90615027;20,35795096
217,2;18,6870842;20,26358963
217,3;18,45023999;20,15174474
217,4;18,19608015;20,02286213
217,5;17,92509853;19,87742671
217,6;17,63781898;19,71596146
217,7;17,33479406;19,53902635
217,8;17,01660363;19,34721716
217,9;16,6838534;19,14116419
218;16,33717344;18,92153087
218,1;15,97721662;18,68901224
218,2;15,60465706;18,44433344
218,3;15,22018853;18,18824796
218,4;14,82452278;17,92153598
218,5;14,41838795;17,64500244
218,6;14,00252685;17,35947526
218,7;13,57769535;17,06580325
218,8;13,14466067;16,76485419
218,9;12,70419975;16,45751268
219;12,25709755;16,14467805
219,1;11,80414547;15,82726217
219,2;11,34613966;15,50618722
219,3;10,88387941;15,18238351
219,4;10,41816564;14,85678713
219,5;9,949799252;14,53033777
219,6;9,479579665;14,20397635
219,7;9,008303308;13,87864276
219,8;8,536762175;13,5552736
219,9;8,065742414;13,23479985
220;7,596022957;12,91814466
220,1;7,128374187;12,60622108
220,2;6,663556659;12,29992986
220,3;6,202319851;12,00015727
220,4;5,745400962;11,70777297
220,5;5,293523762;11,42362791
220,6;4,847397472;11,14855227
220,7;4,407715697;10,88335351
220,8;3,975155398;10,6288144
220,9;3,5503759;10,38569118
221;3,134017937;10,15471176
221,1;2,726702745;9,936573947
221,2;2,329031168;9,731943849
221,3;1,941582818;9,541454247
221,4;1,564915249;9,365703111
221,5;1,199563167;9,205252171
221,6;0,846037666;9,06062558
221,7;0,504825483;8,932308659
221,8;0,176388277;8,820746723
221,9;-0,138838077;8,726343999
222;-0,440444178;8,649462628
222,1;-0,728047775;8,59042175
222,2;-1,001294426;8,549496689
222,3;-1,259858146;8,52691821
222,4;-1,503442041;8,522871886
222,5;-1,731778923;8,537497542
222,6;-1,944631916;8,570888796
222,7;-2,141795034;8,623092688
222,8;-2,323093758;8,694109405
222,9;-2,488385579;8,783892094
223;-2,63756053;8,892346764
223,1;-2,770541693;9,01933228
223,2;-2,887285674;9,164660449
223,3;-2,987783055;9,328096198
223,4;-3,072058805;9,509357838
223,5;-3,14017265;9,708117431
223,6;-3,192219401;9,924001241
223,7;-3,22832923;10,15659028
223,8;-3,248667894;10,40542096
223,9;-3,253436901;10,66998579
224;-3,242873612;10,94973425
224,1;-3,217251272;11,24407368
224,2;-3,176878979;11,55237028
224,3;-3,122101561;11,87395025
224,4;-3,053299376;12,20810093
224,5;-2,970888023;12,55407216
224,6;-2,875317958;12,9110776
224,7;-2,767074014;13,27829622
224,8;-2,64667482;13,65487388
224,9;-2,514672119;14,03992499
225;-2,371649979;14,43253419
225,1;-2,218223897;14,83175825
225,2;-2,05503979;15,23662793
225,3;-1,882772873;15,64614999
225,4;-1,702126424;16,05930927
225,5;-1,513830421;16,47507083
225,6;-1,318640074;16,89238217
225,7;-1,117334228;17,31017556
225,8;-0,910713656;17,72737038
225,9;-0,699599235;18,14287557
226;-0,484830012;18,55559209
226,1;-0,267261166;18,96441551
226,2;-0,047761864;19,36823854
226,3;0,17278698;19,76595371
226,4;0,393495035;20,156456
226,5;0,613464978;20,53864553
226,6;0,831794989;20,91143028
226,7;1,047581324;21,27372881
226,8;1,259920949;21,62447299
226,9;1,467914223;21,96261072
227;1,670667623;22,28710862
227,1;1,867296506;22,59695475
227,2;2,056927876;22,89116124
227,3;2,238703177;23,16876691
227,4;2,411781064;23,42883985
227,5;2,575340173;23,67047991
227,6;2,728581849;23,89282115
227,7;2,870732838;24,09503421
227,8;3,001047923;24,27632856
227,9;3,118812495;24,43595472
228;3,223345035;24,5732063
228,1;3,313999513;24,687422
228,2;3,390167684;24,77798744
228,3;3,451281264;24,84433691
228,4;3,496813983;24,8859549
228,5;3,52628351;24,90237764
228,6;3,539253218;24,89319432
228,7;3,535333806;24,85804832
228,8;3,514184754;24,79663812
228,9;3,4755156;24,70871822
229;3,41908705;24,59409978
229,1;3,344711894;24,45265107
229,2;3,252255739;24,28429789
229,3;3,141637538;24,08902365
229,4;3,012829925;23,86686939
229,5;2,865859343;23,61793354
229,6;2,700805969;23,3423716
229,7;2,517803434;23,04039554
229,8;2,317038334;22,71227311
229,9;2,09874955;22,35832694
230;1,863227363;21,97893348
230,1;1,610812378;21,5745218
230,2;1,341894261;21,1455722
230,3;1,056910294;20,69261475
230,4;0,75634376;20,21622757
230,5;0,440722151;19,7170351
230,6;0,110615234;19,19570614
230,7;-0,233367046;18,65295185
230,8;-0,590576783;18,08952362
230,9;-0,960330465;17,50621079
231;-1,341911434;16,90383837
231,1;-1,734572453;16,28326458
231,2;-2,137538359;15,64537844
231,3;-2,550008793;14,99109716
231,4;-2,971160995;14,32136358
231,5;-3,400152646;13,63714356
231,6;-3,836124744;12,93942328
231,7;-4,278204508;12,2292066
231,8;-4,725508279;11,50751234
231,9;-5,177144432;10,77537162
232;-5,632216251;10,03382518
232,1;-6,089824797;9,283920731
232,2;-6,549071714;8,526710334
232,3;-7,009061996;7,763247815
232,4;-7,468906681;6,994586234
232,5;-7,927725472;6,221775412
232,6;-8,384649267;5,445859521
232,7;-8,83882259;4,667874748
232,8;-9,289405925;3,888847046
232,9;-9,735577919;3,109789964
233;-10,17653748;2,33170258
233,1;-10,61150574;1,55556752
233,2;-11,03972789;0,782349093
233,3;-11,46047487;0,012991514
233,4;-11,87304496;-0,75158275
233,5;-12,27676518;-1,510474534
233,6;-12,67099258;-2,262809409
233,7;-13,05511536;-3,007739013
233,8;-13,42855391;-3,744442254
233,9;-13,79076164;-4,472126412
234;-14,14122569;-5,190028122
234,1;-14,47946753;-5,89741425
234,2;-14,80504341;-6,59358266
234,3;-15,11754468;-7,277862877
234,4;-15,41659802;-7,949616655
234,5;-15,70186551;-8,608238438
